original_path,decision,notes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Mobb Deep - Survival of the Fittest (Off
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3",approve_primary,low_confidence col but conf=0.3; proposed=Mozart - Ah! vous dirai je maman Twinkle
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Mozart： Don Giovanni, K. 527 ⧸ Act 1 - ＂Là ci darem la mano＂.mp3",keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\muddy waters all aboard.mp3,approve_primary,low_confidence col but conf=0.3; proposed=muddy waters - all aboard.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ~ My Home Is In The Delta.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Muddy Waters - ~ My Home Is In The Delta
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ＂Trouble No More＂ 1974.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
"C:\Users\suppo\Downloads\New Music\Top1000\MysticBoogie by Bantunani ＂ode to Joy, hymne à la joie New album - Musicalist＂.mp3",keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Nas - Hate Me Now (Official HD Video) ft
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like (Official Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Nas - Nas Is Like (Official Video) (Musi
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Naughty by Nature - Hip Hop Hooray (Offi
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Naughty By Nature - O.P.P. (Official Mus
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Neil Young - My My, Hey Hey (Out Of The "
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Toby Keith - Nights I Cant Remember, Fri"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Nirvana - Smells Like Teen Spirit (Offic
C:\Users\suppo\Downloads\New Music\Top1000\Ozuna - Se Preparó ｜ Odisea.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\OZZY OSBOURNE - ＂No More Tears＂ (Official Video).mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000\Paul Damixie - Hypnotised ｜ Official Visualiser.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\Paul Damixie - Secrets ｜ Official Music Video.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Powerwolf - Beast of Gévaudan Napalm Rec
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=POWERWOLF - Beast Of Gévaudan (Official 
C:\Users\suppo\Downloads\New Music\Top1000\Proper Patola - Official Video ｜ Namaste England ｜ Arjun ｜ Parineeti ｜ Badshah ｜ Diljit ｜ Aastha.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Public Enemy - WELCOME TO THE TERRORDOME
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Puccini： “O mio babbino caro” ⧸ Fleming · Marin · Berliner Philharmoniker.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Queen - Bohemian Rhapsody (2011 Digital 
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3",approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Raekwon - Ice Cream (Official HD Video) 
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\RAINBOW   Kill The King HQ   Original Studio version.mp3,approve_primary,low_confidence col but conf=0.3; proposed=RAINBOW - Kill The King HQ   Original St
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Rameau ： Les sauvages, ＂Forêts paisibles＂, Les Indes galantes.mp3",keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Rossini - La Gazza Ladra： Overture.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Rossini： William Tell Overture： Final.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Roxanne Shante： ＂Have a Nice Day＂.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.0
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Schoolly D - PSK, What Does It Mean？.mp3"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Scorpions- Blackout (Remastered 2001).mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Scotty McCreery - I Cross My Heart Lyric
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Serenity - The End of Babylon Napalm Rec
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=SERENITY - The End Of Babylon (Official 
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer ~ Angel of Death (Lyrics).mp3,approve_primary,low_confidence col but conf=0.3; proposed=Slayer - ~ Angel of Death (Lyrics).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Slick Rick - -la di da di lyrics.mp3
C:\Users\suppo\Downloads\New Music\Top1000\Smiley - Days of Summer ｜ Official Visualizer.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\Smiley - Let Me Go ｜ Official Visualiser.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\Smiley - Tomorrow ｜ Official Visualizer.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Sonny Boy - Williamson Help Me.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=sonny boy williamson help me (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000\SPIRITSAVER - ＂IM HIGH HAVE YOU MET ME？＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Gustav Holst No. 2 Ostinato - St. Pauls 
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Steppenwolf - Born To Be Wild.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Steppenwolf - Born To Be Wild.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\SWAVAY- DUBLIN.mp3,keep_review,dup_risk=none but col=no_change conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Tavares heaven must be missing an angel.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Tavares - heaven must be missing an ange
"C:\Users\suppo\Downloads\New Music\Top1000\Tera Fitoor Lyrical - Genius ｜ Utkarsh Sharma, Ishita Chauhan ｜ Arijit Singh ｜ Himesh Reshammiya.mp3",approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Tha Dogg Pound - ＂What Would You Do＂.mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,approve_primary,low_confidence col but conf=0.3; proposed=tha Dogg Pound - Gangstaz DPG New York N
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,approve_primary,low_confidence col but conf=0.3; proposed=The Byrds - I Wasn't Born To Follow.mp3
C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers & Coldplay - Something Just Like This.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers & Coldplay - Something Just Like This.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=The Notorious B.I.G. - Hypnotize (Offici
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=The Notorious B.I.G. - Juicy (Official V
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning (Official Music Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=The Notorious B.I.G. - Warning (Official
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,approve_primary,low_confidence col but conf=0.3; proposed=The Pharcyde - ＂Runnin＂ Version 2 from L
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,approve_primary,low_confidence col but conf=0.3; proposed=The Roots - No Alibi.mp3
C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Cant Feel My Face.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Cant Feel My Face.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Disco\The Whispers - ＂And The Beat Goes On＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Tim McGraw - Where The Green Grass Grows
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Toby Keith - Old toy trains.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Toby Keith - That Dont Make Me A Bad Guy
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Toby Keith - You Aint Much Fun.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Toby Keith - Aint Breakin Nothin.mp3
"C:\Users\suppo\Downloads\New Music\Top1000\TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3",keep_review,NEEDS_REVIEW state from Phase 6
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Top 100 Motown Soul Classics 🎶 Timeless R&B Oldies from the 70s, 80s & 90s.mp3",keep_review,dup_risk=similar_title but no Phase 6 state assigned
C:\Users\suppo\Downloads\New Music\Top1000\Tove Lo - Habits - Hippie Sabotage Remix.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Tove Lo - Habits - Hippie Sabotage Remix.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Travesuras - Nicky Jam ｜ Video Oficial.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\twenty one pilots： Heathens.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000\twenty one pilots： Stressed Out.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Twista ‎ - Overnight Celebrity.mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ultramagnetic MCs ⧸ EGO TRIPPING.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
"C:\Users\suppo\Downloads\New Music\Top1000\Vaaste Song： Dhvani Bhanushali, Tanishk Bagchi ｜ Nikhil DSouza ｜ Bhushan Kumar ｜ Radhika R, Vinay S.mp3",keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Van Halen - Runnin' with the devil.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Verdi - Rigoletto： La Donna E Mobile.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Frank Sinatra, Nat King Cole & Louis Arm"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Visions of Atlantis & Warkings - Pirates
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=VISIONS OF ATLANTIS & WARKINGS - Pirates
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Vivaldi： Il Giustino, RV 717 ⧸ Act 2 - ＂Vedrò con mio diletto＂.mp3",keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Warkings - Genghis Khan (Feat. Orden Oga
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=WARKINGS - Genghis Khan (feat. Orden Oga
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Heart of Rage feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Hellfire feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Monsters feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,keep_review,dup_risk=similar_title but no Phase 6 state assigned
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Waylon Jennings ＂The Devil's Right Hand＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Wind Rose - To Be a Dwarf Napalm Records
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=WIND ROSE - To Be a Dwarf (Official Vide
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Brad Paisley.wmv - With you, Without you"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Wu-Tang Clan - C.R.E.A.M. (Official HD V
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Wu-Tang Clan - Triumph (Official HD Vide
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Candi Staton - Young Hearts Run Free.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Colder Weather ｜ You Get What You Give.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Knee Deep Feat. Jimmy Buffett ｜ You Get What You Give.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Sweet Annie ｜ Uncaged.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Zac Brown Band - Cold Hearted lyrics.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Zac Brown Band - ~ Free Extended Version
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,approve_primary,low_confidence col but conf=0.3; proposed=＂But You Like Country Music＂ - Lyric Vid
C:\Users\suppo\Downloads\New Music\Top1000_Blues\＂Going Down＂ - Freddie King.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\＂Going up the Country＂ - Canned Heat ⧸ WOODSTOCK '69.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂If I know me＂ by George Strait.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂If Love Was Fair＂ - Ashley Monroe.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂It Did＂ - Blaine Larsen.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
