original_path,original_name,proposed_name,confidence,parse_method,collision_status,duplicate_risk,source,issue_type,guessed_artist,guessed_title,filter_result,block_reasons
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,A Tribe Called Quest - Electric Relaxation (Music Video).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,A Tribe Called Quest,Electric Relaxation,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000\Aaria- Thug Love ft. Dreamdoll.mp3,Aaria- Thug Love ft. Dreamdoll.mp3,Aaria - Thug Love ft. Dreamdoll.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Aaria- Thug,Love ft. Dreamdoll,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\ACDC- For Those About To Rock (with lyrics).mp3,ACDC- For Those About To Rock (with lyrics).mp3,ACDC - For Those About To Rock (with lyrics).mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,ACDC- For,Those About To Rock,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Adrenaline Rush.mp3,Adrenaline Rush.mp3,Adrenaline Rush.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,Adrenaline Rush,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard); no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson - Its Time You Learned About Goodbye.mp3,0.0,unknown,low_confidence,none,phase4_elevated,NO_PARSE,,Alan Jackson -,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson - Anywhere On Earth You Are.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Alan Jackson,Anywhere On Earth You Are,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Knew All Along.mp3,Alan Jackson Knew All Along.mp3,Alan Jackson - Knew All Along.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Alan Jackson,Knew All Along,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson- Everything I Love.mp3,Alan Jackson- Everything I Love.mp3,Alan Jackson - Everything I Love.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Alan Jackson-,Everything I Love,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - Alone.mp3,Alan Walker - Alone.mp3,Alan Walker - Alone (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Alan Walker,Alone,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Alone.mp3,Alan Walker - Alone.mp3,Alan Walker - Alone (Club).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Alan Walker,Alone,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Sing Me To Sleep (Marshmello Remix).mp3,Alan Walker - Sing Me To Sleep (Marshmello Remix).mp3,Alan Walker - Sing Me to Sleep (Marshmello Remix).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Alan Walker,Sing Me To Sleep,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Albert Collins Ice Pick.mp3,Albert Collins Ice Pick.mp3,Albert Collins - Ice Pick.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Albert Collins,Ice Pick,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,Alesso - I Wanna Know ft. Nico & Vinz (Alesso & Deniz Koyu Remix ⧸ Au).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Alesso,I Wanna Know ft. Nico & Vinz,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Country\All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas - George Strait.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,All my,Exs live in Texas- George Strait,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine (Blues).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Allman Brothers Band,Soulshine,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine (Southern Rock).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Allman Brothers Band,Soulshine,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Amarillo By Morning.mp3,Amarillo By Morning.mp3,Morning - Amarillo.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,Amarillo By Morning,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,Ambitionz Az A Ridah.mp3,Ambitionz Az - A Ridah.mp3,0.3,fallback_heuristic,low_confidence,near_duplicate,phase4_elevated,NEAR_DUPLICATE,Ambitionz Az,A Ridah,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard); duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\American Girl performed by Tom Petty.mp3,American Girl performed by Tom Petty.mp3,Tom Petty - American Girl performed.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,American Girl,performed by Tom Petty,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
"C:\Users\suppo\Downloads\New Music\Top1000\Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3","Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3","Arijit Singh - Pachtaoge Vicky Kaushal, Nora Fatehi Jaani, B Praak, Arvindr Khaira Bhushan Kumar.mp3",0.3,fallback_heuristic,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,Arijit Singh：,"Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar",blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Audio Two- Top Billin.mp3,Audio Two- Top Billin.mp3,Audio Two - Top Billin.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Audio Two-,Top Billin,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii Levels Skrillex Remix.mp3,Avicii - Levels Skrillex Remix.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Avicii Levels,Skrillex Remix,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Axwell Λ Ingrosso - Thinking About You (Festival Mix).mp3,Axwell Λ Ingrosso - Thinking About You (Festival Mix).mp3,Axwell Λ Ingrosso - Thinking About You (Festival Mix).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Axwell Λ Ingrosso,Thinking About You,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision); no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B.B. King- Everyday I have the Blues.mp3,B.B. King- Everyday I have the Blues.mp3,B.B. King - Everyday I have the Blues.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,B.B. King-,Everyday I have the Blues,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno - Free B.G. @tntshotit.mp3,0.0,unknown,low_confidence,none,phase4_elevated,NO_PARSE,,Baby 9eno @tntshotit,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Bach, Air.mp3","Bach, Air.mp3","Bach, Air.mp3",0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,"Bach, Air",blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard); no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000_Country\Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From - Kenny Chesney.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Back Where,I Come From- Kenny Chesney,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven - Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Beethoven Piano,"Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso",blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins - Key Largo.mp3,0.0,unknown,low_confidence,none,phase4_elevated,NO_PARSE,,Bertie Higgins -,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time 🎶 Soul Legends - Marvin Gaye, Smokey Robinson & James Brown.mp3",0.3,fallback_heuristic,illegal_chars,near_duplicate,phase4_elevated,ILLEGAL_CHAR,Best Motown,"Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown",blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard); duplicate_risk=near_duplicate
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3","Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3","Best Motown Hits of All Time 🎶 Soul Legends - Marvin Gaye, Smokey Robinson & James Brown.temp.mp3",0.3,fallback_heuristic,illegal_chars,near_duplicate,phase4_elevated,ILLEGAL_CHAR,Best Motown,"Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp",blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard); duplicate_risk=near_duplicate
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Bach - Best Version of Jesu, Joy Of Mans Desiring.mp3",0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Best Version,"of Jesu, Joy Of Mans Desiring by Bach",blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman - Honey Pack.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Bfb Da,Packman- Honey Pack,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,Big L - Put It On (Official Music Video).mp3,Big L - Put it On (Music Video).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Big L,Put It On,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe (Music Video).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Big Pun,Still Not a Player ft. Joe,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Black Sabbath,~ War Pigs,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony - ft 2pac thug luv lyrics.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Bone Thugs-N-Harmony,ft. 2pac thug luv lyrics,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions- South Bronx.mp3,Boogie Down Productions - South Bronx.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Boogie Down,Productions- South Bronx,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe - Til The Rain Gone.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Bop Menaxe-,Til The Rain Gone,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe- War Cry.mp3,Bop Menaxe - War Cry.mp3,0.3,fallback_heuristic,low_confidence,none,phase4_elevated,FALLBACK_PARSE,Bop Menaxe-,War Cry,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brandi Carlile Hallelujah.mp3,Brandi Carlile Hallelujah.mp3,Brandi Carlile - Hallelujah.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,Brandi Carlile Hallelujah,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\BT- Race Wars.mp3,BT- Race Wars.mp3,BT - Race Wars.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,BT- Race Wars,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\BTS- MIC Drop.mp3,BTS- MIC Drop.mp3,BTS - MIC Drop.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,BTS- MIC Drop,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Calvin Harris - Summer.mp3,Calvin Harris - Summer.mp3,Calvin Harris - Summer (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Calvin Harris,Summer,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Calvin Harris - Summer.mp3,Calvin Harris - Summer.mp3,Calvin Harris - Summer (Club).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Calvin Harris,Summer,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
"C:\Users\suppo\Downloads\New Music\Top1000\Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This is What You Came For (General).mp3",1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,"Calvin Harris, Rihanna",This Is What You Came For,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
"C:\Users\suppo\Downloads\New Music\Top1000_Club\Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This is What You Came For (Club).mp3",1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,"Calvin Harris, Rihanna",This Is What You Came For,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CANIBUS MAN.mp3,CANIBUS MAN.mp3,CANIBUS - MAN.mp3,0.0,unknown,no_change,none,phase4_elevated,NO_PARSE,,CANIBUS MAN,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Carine - Call 911 ｜ Official Music Video.mp3,Carine - Call 911 ｜ Official Music Video.mp3,Carine - Call 911 ｜ Official Music Video.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Carine,Call 911 ｜ Official Music Video,blocked,no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000\Carine - Lolita ｜ Official Visualizer.mp3,Carine - Lolita ｜ Official Visualizer.mp3,Carine - Lolita ｜ Official Visualizer.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Carine,Lolita ｜ Official Visualizer,blocked,no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000\Carine - On My Mind ｜ Official Music Video.mp3,Carine - On My Mind ｜ Official Music Video.mp3,Carine - On My Mind ｜ Official Music Video.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Carine,On My Mind ｜ Official Music Video,blocked,no rename needed or empty proposed
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels - Band-the Souths Gonna Do it Again.mp3,0.3,fallback_heuristic,low_confidence,near_duplicate,phase4_elevated,NEAR_DUPLICATE,Charlie Daniels,Band-The Souths Gonna Do It Again,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard); duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Classical\CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,Claude Debussy - Clair De Lune.mp3,0.3,fallback_heuristic,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,CLAUDE DEBUSSY：,CLAIR DE LUNE,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard)
C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Clean Bandit,Rockabye,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye (Club).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Clean Bandit,Rockabye,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn for the Weekend (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coldplay,Hymn For The Weekend,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn for the Weekend (Club).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coldplay,Hymn For The Weekend,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.v. (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coolio,Gangstas Paradise ft. L.V.,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.v. (HipHop).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coolio,Gangstas Paradise ft. L.V.,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise (General).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coolio,Gangstas Paradise,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise (HipHop).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Coolio,Gangstas Paradise,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,Cypress Hill - Hits from the Bong (Official Audio).mp3,Cypress Hill - Hits From the Bong (Official Audio).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Cypress Hill,Hits from the Bong,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane in the Brain (Music Video).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Cypress Hill,Insane In The Brain,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,Delain - The Quest and the Curse Napalm Records.mp3,1.0,standard,illegal_chars,near_duplicate,phase4_elevated,ILLEGAL_CHAR,DELAIN,The Quest And The Curse ｜ Napalm Records,blocked,duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,Delain - The Quest and the Curse Napalm Records.temp.mp3,1.0,standard,illegal_chars,near_duplicate,phase4_elevated,ILLEGAL_CHAR,DELAIN,The Quest And The Curse ｜ Napalm Records.temp,blocked,duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-Saxon (studio version).mp3,Denim and Leather-saxon.mp3,0.0,unknown,low_confidence,near_duplicate,phase4_elevated,NEAR_DUPLICATE,,Denim and Leather-Saxon,blocked,confidence=0.0 (need 1.0); parse_method=unknown (need standard); duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).temp.mp3,Denim and Leather-Saxon (studio version).temp.mp3,Denim And - Leather-saxon .temp.mp3,0.3,fallback_heuristic,low_confidence,near_duplicate,phase4_elevated,NEAR_DUPLICATE,Denim and,Leather-Saxon .temp,blocked,confidence=0.3 (need 1.0); parse_method=fallback_heuristic (need standard); duplicate_risk=near_duplicate
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Music Video).mp3,1.0,standard,COLLISION (2 files),exact_collision,phase4_elevated,EXACT_COLLISION,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B,Find Tomorrow,blocked,duplicate_risk=exact_collision; collision_status=COLLISION (2 files) (active collision)
