track_id,artist,title,primary_genre,current_subgenre,candidate_aligned_subgenre,ambiguity_reason,confidence,recommended_action
2691,Tom MacDonald,Tom MacDonald - Underdogs,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2693,Tom MacDonald,Tom MacDonald - Way Off,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2697,Tom MacDonald,Tom MacDonald - Wild Ones,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2698,Tom MacDonald,Tom MacDonald ft. DAX - Blame The Rappers,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2640,Tom MacDonald,Tom Macdonald - Fake Fans,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2768,Tom MacDonald,Wild Ones - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2620,Tom MacDonald & Adam Calhoun,Tom MacDonald  Adam Calhoun - Whiteboz,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2621,Tom MacDonald & Adam Calhoun,Tom MacDonald & Adam Calhoun - Whiteboyz,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2699,Tom MacDonald & Adam Calhoun,Tom Macdonald X Adam Calhoun - Free World,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2635,Tom MacDonald & Madchild,Tom MacDonald - D.R.U.G,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2696,Tom MacDonald & Madchild,Tom MacDonald - White Trash,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2679,"Tom MacDonald, Madchild & Nova Rockafeller",Tom MacDonald - Sober,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2622,"Tom MacDonald, Nova Rockafeller & Brandon Hart",Tom MacDonald & Brandon Hart ft. Nova Rockafeller - Chruch,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2706,Tone-Loc,Tone Loc - Wild Thing,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2808,Unknown,Dax - Lonely Dirt Road (Lyrics),Hip-Hop,,,Placeholder artist — no reliable pattern,none,Manual subgenre assignment needed
2841,Unknown,Dax - Temptation,Hip-Hop,,,Placeholder artist — no reliable pattern,none,Manual subgenre assignment needed
2225,5FDPVEVO,Five Finger Death Punch - Coming Down,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2232,5FDPVEVO,Five Finger Death Punch - My Nemesis,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1972,Avenged Sevenfold,Avenged Sevenfold - Hail To The King,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1978,Bad Wolves,Bad Wolves - If Tomorrow Never Comes,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1980,Bad Wolves,Bad Wolves - Remember When,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2223,Five Finger Death Punch,Five Finger Death Punch - Blue On Black,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2226,Five Finger Death Punch,Five Finger Death Punch - Darkness Settles In,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2227,Five Finger Death Punch,Five Finger Death Punch - Gone Away,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2229,Five Finger Death Punch,Five Finger Death Punch - I Apologize,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2231,Five Finger Death Punch,Five Finger Death Punch - Living The Dream,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2234,Five Finger Death Punch,Five Finger Death Punch - The Tragic Truth,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2235,Five Finger Death Punch,Five Finger Death Punch - To Be Alone,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2236,Five Finger Death Punch,Five Finger Death Punch - Trouble,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2238,Five Finger Death Punch,Five Finger Death Punch - When the Seasons Change,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2251,Fozzy,Fozzy - Painless,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2319,Iron Maiden,Iron Maiden - Wasted Years ,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2376,Judas Priest,Judas Priest - Turbo Lover,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2851,Motley Crue,Motley Crue - Girls Girls Girls,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2454,Motley Crue,Mötley Crüe - Girls Girls Girls,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2488,Pop Evil,Pop Evil - Boss's Daughter,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2516,RIP,RIP - Odin Can You Hear Me,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2703,Tommy Vext,Tommy Vext - Take me to Church,Metal,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1921,38 Special,38 Special - Back Where You Belong,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1965,Aldo Nova,Aldo Nova  -  Fantasy,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1968,Animotion,Animotion - Obsession,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1989,Billy Joel,Billy Joel - Pressure,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1993,Billy Squier,Billy Squier - Everybody Wants You,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2035,Bryan Adams,Brian Adams - Summer of '69,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2065,Carrie Underwood,Carrie Underwood - Before He Cheats,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2066,Carrie Underwood,Carrie Underwood - Church Bells,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2151,Daryle Singletary,Daryle Singletary - Too Much Fun,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2209,Eddy Grant,Eddy Grant - Electric Avenue,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2213,Elton John,Elton John - Levon,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2307,Hootie & The Blowfish,Hootie & The Blowfish - Let Her Cry,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2308,Hootie & The Blowfish,Hootie & The Blowfish - Only Wanna Be With You,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2332,Jason Aldean,Jason Aldean - Take a Little Ride,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2339,Jd Crutch,Jd Crutch - Bente Uno Yo' Gi Presu,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2406,LEN,Len - Steal My Sunshine,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2430,Mark Chesnutt,Mark Chestnut - It Sure Is Monday,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2433,Matchbox Twenty,Matchbox Twenty - 3 AM,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2518,Robin Thicke,Robin Thick - Blurred Lines,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2523,Roxette,Roxette - Joyride,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2416,The B-52's,Love Shack - The B-52's,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2645,Tom MacDonald,Tom MacDonald - Ghost,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2735,Travis Tritt,Travis Tritt - Where Corn Don't Grow,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2740,Uncle Kracker,Uncle Kracker - Good To Be Me,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2781,Unknown,Vanny Vabiola - I Love You,Pop,,,Placeholder artist — no reliable pattern,none,Manual subgenre assignment needed
2761,Weird Al Yankovic,Weird Al Yankovic - Word Crimes,Pop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2318,Ini Kamoze,Ini Kamoze - Here Comes the Hotstepper,R&B,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2013,Bob Marley & The Wailers,Bob Marley - Three Little Birds,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2015,Born Jamericans,Born Jamericans - Sweet Honey,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2534,Sammy Johnson,Sammy Johnson - Don't Say Goodbye,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2551,Shaggy,Shaggy - It Wasn't Me,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2552,Shaggy,Shaggy - Strength Of A Woman,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2835,Stick Figure,Stick Figure – Angels Above Me,Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2774,Stick Figure,Stick Figure – ＂Angels Above Me＂ (Official Music Video),Reggae,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1922,38 Special,38 Special - Caught Up In You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1923,38 Special,38 Special - Hold On Loosely,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1924,38 Special,38 Special - If I'd Been The One,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1925,38 Special,38 Special - Somebody Like You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1966,Alice Cooper,Alice Cooper - Poison,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1967,America,America - A Horse With No Name,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1973,Bad Company,Bad Company - Feel Like Making Love,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1974,Bad Company,Bad Company - Good Lovin Gone Bad,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1975,Bad Company,Bad Company - Rock 'N' Roll Fantasy,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1976,Bad Company,Bad Company - Shooting Star,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1987,Billy Joel,Billy Joel - My Life,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1988,Billy Joel,Billy Joel - Only the Good Die Young,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1990,Billy Joel,Billy Joel - You May Be Right,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1998,Black Stone Cherry,Black Stone Cherry - Blame It On The Boom Boom,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1999,Black Stone Cherry,Black Stone Cherry - White Trash Millionaire,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2000,Black Stone Cherry,Black Stone Cherry - You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2001,Blackberry Smoke,Blackberry Smoke - Run Away From It All,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2011,Blondie,Blondie - Heart Of Glass,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2014,Bob Seger & The Silver Bullet Band,Bob Seger - Turn The Page,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2016,Boston,Boston - More Than A Feeling,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2048,Buckcherry,Buckcherry - Hellbound,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2074,Chicago,Chicago - Saturday in the Park,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2112,Climax Blues Band,Climax Blues Band - I Love You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2131,Creed,Creed - One Last Breath,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2132,Creed,Creed - With Arms Wide Open,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2152,Daughtry,Daughtry - Crawling Back To You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2153,Daughtry,Daughtry - No Surprise,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2154,Daughtry,Daughtry - Outta My Head,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2155,Dave Bray USA,Dave Bray - Survivor,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2156,Dave Bray USA,Dave Bray - Warrior Inside,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2161,Deep Purple,Deep Purple - Knocking At Your Back Door,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2184,Depeche Mode,Depeche Mode - People Are People,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2185,Depeche Mode,Depeche Mode - Personal Jesus,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2188,Dire Straits,Dire Straits - Money for Nothing,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2189,Dire Straits,Dire Straits - Walk of Life,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2200,Don Henley,Don Henley - Dirty Laundry,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2211,Electric Light Orchestra,Electric Light Orchestra -  Evil Woman,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2212,Electric Light Orchestra,Electric Light Orchestra - Don't Bring Me Down,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2214,Elton John,Elton John - Rocket Man,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2218,Eric Clapton,Eric Clapton - No Alibis,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2219,Eric Clapton,Eric Clapton - Pretending,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2220,Europe,Europe - The Final Countdown,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2221,Faith No More,Faith No More - Epic,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2222,Falco,Falco - Rock Me Amadeus,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2228,Five Finger Death Punch,Five Finger Death Punch - Hell To Pay,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2230,Five Finger Death Punch,Five Finger Death Punch - Lift Me Up,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2237,Five Finger Death Punch,Five Finger Death Punch - Wash It All Away,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2239,Five Finger Death Punch,Five Finger Death Punch - Wrong Side Of Heaven,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2240,Fleetwood Mac,Fleetwood Mac - The Chain ,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2245,Foreigner,Foreigner - Cold As Ice,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2246,Foreigner,Foreigner - Double Vision,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2247,Foreigner,Foreigner - Head Games,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2248,Foreigner,Foreigner - Jukebox Hero,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2249,Foreigner,Foreigner - That Was Yesterday,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2250,Foreigner,Foreigner - Urgent,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2287,Giant,Giant - Never Die Young,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2293,Godsmack,Godsmack - Bulletproof,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2294,Golden Earring,Golden Earring - Twilight Zone,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2295,Great White,Great White - Once Bitten Twice Shy,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2298,Guns N' Roses,Guns N Roses - Sweet Child O Mine,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2303,Heart,Heart - Barracuda,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2310,Huey Lewis & The News,Huey Lewis And The News - Heart And Soul,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2312,Huey Lewis & The News,Huey Lewis And The News - The Heart Of Rock & Roll,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2311,Huey Lewis & The News,Huey Lewis and The News - I Want a New Drug,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2352,Joe Walsh,Joe Walsh - Life's Been Good,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2353,Joe Walsh,Joe Walsh - Rocky Mountain Way,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2357,John Cougar,John Cougar - Hurts So Good,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2359,John Fogerty,John Fogerty - Centerfield,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2358,John Mellencamp,John Cougar - Jack and Diane,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2360,John Mellencamp,John Mellencamp - Small Town,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2368,Journey,Journey - Any Way You Want It,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2369,Journey,Journey - Don't Stop Believin,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2370,Journey,Journey - Faithfully,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2371,Journey,Journey - Only the Young,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2372,Journey,Journey - Separate Ways Worlds Apart,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2373,Journey,Journey - Stone In Love,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2374,Journey,Journey - Wheel in the Sky,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2375,Journey,Journey - Who's Crying Now,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2381,Kansas,Kansas - Carry on my Wayward son,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2408,Lita Ford,Lita Ford - Kiss Me Deadly,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2410,Little River Band,Little River Band - Cool Change,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2411,Little River Band,Little River Band - Lonesome Loser,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2412,Little River Band,Little River Band - Man On Your Mind,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2425,Lynyrd Skynyrd,Lynyrd Skynyrd - Gimme Three Steps,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2427,Manfred Mann's Earth Band,Manfred Mann's Earth Band - Blinded By The Light,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2428,Manfred Mann's Earth Band,Manfred Mann's Earth Band - Runner,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2434,Meat Loaf,Meat Loaf - I'd Do Anything For Love,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2853,Meat Loaf,Meatloaf - I'd Do Anything For Love,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2435,Meat Loaf,Meatloaf - Two Out Of Three Aint Bad ,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2459,Nickelback,Nickelback - How You Remind Me,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2460,Nickelback,Nickelback - Photograph,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2461,Nickelback,Nickelback - Rockstar,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2462,Nickelback,Nickelback - Someone That You're With,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2478,Peyton Parrish,Peyton Parrish - Dane,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2479,Pink Floyd,Pink Floyd - Breathe ,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2480,Pink Floyd,Pink Floyd - Comfortably Numb,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2481,Pink Floyd,Pink Floyd - Hey You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2483,Pink Floyd,Pink Floyd - Learning To Fly,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2498,Quiet Riot,Quiet Riot - Cum On Feel The Noise,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2506,REO Speedwagon,REO Speedwagon - Take It On The Run,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2507,REO Speedwagon,REO Speedwagon - Time for Me to Fly,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2505,REO Speedwagon,Reo Speedwagon - Roll With The Changes,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2503,Ratt,Ratt - Round And Round,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2524,Roxette,Roxette - Shes Got The Look,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2545,Scorpions,Scorpions - Rock You Like A Hurricane,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2549,Sevendust,Sevendust - Not Original,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2564,Sons Of Apollo,Sons Of Apollo - Alive,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2565,Soundgarden,Soundgarden - Black Hole Sun,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2566,Spin Doctors,Spin Doctors - Little Miss Can't Be Wrong,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2567,Spin Doctors,Spin Doctors - Two Princes,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2569,Steve Miller Band,Steve Miller Band - Jet Airliner,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2570,Steve Miller Band,Steve Miller Band - Jungle Love,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2571,Steve Miller Band,Steve Miller Band - Rock'n Me,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2593,Steve Miller Band,The Steve Miller Band - Take The Money And Run,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2594,Steve Miller Band,The Steve Miller Band - The Joker,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2574,Styx,Styx - Blue Collar Man,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2575,Styx,Styx - Come Sail Away,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2576,Styx,Styx - Renegade,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2577,Styx,Styx - Too Much Time On My Hands,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2578,Sugar Ray,Sugar Ray - Every Morning,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2580,Supertramp,SuperTramp - The Logical Song,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2071,The Charlie Daniels Band,Charlie Daniels - A Few More Rednecks,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2072,The Charlie Daniels Band,Charlie Daniels - Simple Man,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2583,The J. Geils Band,The J. Geils Band - Centerfold,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2584,The J. Geils Band,The J. Geils Band - Freeze Frame,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2591,The Rolling Stones,The Rolling Stones - Start Me Up,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2592,The Rolling Stones,The Rolling Stones - Sympathy For The Devil,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2599,Three Days Grace,Three Days Grace - I Am Machine,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2846,Tommy Vext,Tommy Vext  - Cancel the King,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2704,Tommy Vext,Tommy Vext - The War You Wanted,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2705,Tommy Vext,Tommy Vext The Lone Wolf - Cancel the King,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2707,Toto,Toto - Hold The Line,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2737,Ty Herndon,Ty Herndon - I Want My Goodbye Back,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2738,Ugly Kid Joe,Ugly Kid Joe - Everything About You,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2752,Van Zant,Van Zant - Help Somebody,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2753,Van Zant,Van Zant - Nobody Gonna Tell Me What to Do,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2756,Vixen,Vixen - Edge Of A Broken Heart,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2757,Wade Hayes,Wade Hayes - Old Enough to Know Better,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2763,Whiskey Myers,Whiskey Myers - Gasoline,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2766,Whitesnake,WhiteSnake - Here I Go Again,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2772,ZZ Top,ZZ Top - Sharp Dressed Man,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2773,ZZ Top,ZZ Top - Sleeping Bag,Rock,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2297,Television's Greatest Hits Band,Greg Kihn Band - Jeopardy,Soundtrack,,,Genre 'Soundtrack' has no subgenres defined in DB,none,Define subgenres for this genre first
2751,Van Halen,Van Halen - Runnin' With The Devil,Soundtrack,,,Genre 'Soundtrack' has no subgenres defined in DB,none,Define subgenres for this genre first
1971,Ava Boyz,Ava Boyz - Aumaia Lou Alofa,World,,,Genre 'World' has no subgenres defined in DB,none,Define subgenres for this genre first
2382,Kapena,Kapena - Don't Say Goodbye ,World,,,Genre 'World' has no subgenres defined in DB,none,Define subgenres for this genre first
2550,Shaggy,Shaggy - Angel,World,,,Genre 'World' has no subgenres defined in DB,none,Define subgenres for this genre first
