file_path,primary_file,reason,confidence,recommended_action,notes,priority_score
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions ft. Nate Dogg.mp3,Group G0001: alternate copy. Primary=50 Cent - 21 Questions ft. Nate Dogg.mp3,high,ARCHIVE_DUPLICATE,"Group G0001, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: 50 Cent - 21 Questions (Official Music V",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions ft. Nate Dogg.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions ft. Nate Dogg.mp3,Selected as primary for group G0001. quality=65; size=8.4MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0001, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - In Da Club.mp3,C:\Users\suppo\Downloads\New Music\Top1000\50 Cent - In Da Club.mp3,Group G0002: alternate copy. Primary=50 Cent - In Da Club.mp3,low,ARCHIVE_DUPLICATE,"Group G0002, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: 50 Cent - In Da Club (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\530 - Black Star - Respiration ft. Common.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Star - Respiration ft. Common.mp3,Group G0111: alternate copy. Primary=Black Star - Respiration ft. Common.mp3,high,ARCHIVE_DUPLICATE,"Group G0111, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 530 - Black Star - Respiration ft. Commo",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation.mp3,Group G0003: alternate copy. Primary=A Tribe Called Quest - Electric Relaxati,high,ARCHIVE_DUPLICATE,"Group G0003, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: A Tribe Called Quest - Electric Relaxati",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation.mp3,Selected as primary for group G0003. quality=65; size=7.6MB; not temp file; margin=1500,high,KEEP_PRIMARY,"Group G0003, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Ambitionz Az A Ridah.mp3,Group G0089: alternate copy. Primary=2Pac - Ambitionz Az A Ridah.mp3,high,ARCHIVE_DUPLICATE,"Group G0089, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Ambitionz Az A Ridah (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On.mp3,Group G0009: alternate copy. Primary=Big L - Put It On.mp3,high,ARCHIVE_DUPLICATE,"Group G0009, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Big L - Put It On (Official Music Video)",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On.mp3,Selected as primary for group G0009. quality=60; size=6.2MB; not temp file; margin=500,high,KEEP_PRIMARY,"Group G0009, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player ft. Joe.mp3,Group G0010: alternate copy. Primary=Big Pun - Still Not a Player ft. Joe.mp3,high,ARCHIVE_DUPLICATE,"Group G0010, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Big Pun - Still Not a Player (Official V",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player ft. Joe.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player ft. Joe.mp3,Selected as primary for group G0010. quality=65; size=8.7MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0010, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,Selected as primary for group G0011. quality=65; size=8.3MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0011, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz ft. Fat Joe.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,Group G0011: alternate copy. Primary=Big Pun - Twinz (Deep Cover 98) ft. Fat ,low,ARCHIVE_DUPLICATE,"Group G0011, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Big Pun - Twinz ft. Fat Joe (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.temp.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.mp3,Group G0107: alternate copy. Primary=Biggie Smalls - Notorious Thugs.mp3,high,ARCHIVE_DUPLICATE,"Group G0107, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Biggie Smalls - Notorious Thugs (Alt 1).",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - 1st of tha Month.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,Group G0114: alternate copy. Primary=Bone Thugs-n-Harmony - 1st of tha Month.,low,ARCHIVE_DUPLICATE,"Group G0114, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: Bone Thugs N Harmony - 1st of tha Month ",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,Selected as primary for group G0114. quality=65; size=8.7MB; not temp file; margin=4,low,KEEP_PRIMARY,"Group G0114, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Hey Ma ft. Juelz Santana.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Hey Ma ft. Juelz Santana.mp3,Selected as primary for group G0150. quality=65; size=8.2MB; not temp file; margin=1,low,KEEP_PRIMARY,"Group G0150, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Oh Boy ft. Juelz Santana.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Hey Ma ft. Juelz Santana.mp3,Group G0150: alternate copy. Primary=CamRon - Hey Ma ft. Juelz Santana.mp3,low,ARCHIVE_DUPLICATE,"Group G0150, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: CamRon - Oh Boy ft. Juelz Santana (HipHo",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise ft. L.V..mp3,C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise ft. L.V..mp3,Group G0017: alternate copy. Primary=Coolio - Gangstas Paradise ft. L.V..mp3,low,ARCHIVE_DUPLICATE,"Group G0017, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Coolio - Gangstas Paradise ft. L.V. (Hip",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise.mp3,Group G0018: alternate copy. Primary=Coolio - Gangstas Paradise.mp3,low,ARCHIVE_DUPLICATE,"Group G0018, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Coolio - Gangstas Paradise (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Craig Mack - Flava In Ya Ear (Remix) (Official Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Craig Mack - Flava In Ya Ear.mp3,Group G0101: alternate copy. Primary=Craig Mack - Flava In Ya Ear.mp3,high,ARCHIVE_DUPLICATE,"Group G0101, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Craig Mack - Flava In Ya Ear (Remix) (Of",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,Selected as primary for group G0019. quality=65; size=5.0MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0019, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,Group G0019: alternate copy. Primary=Cypress Hill - Hits from the Bong (Offic,low,ARCHIVE_DUPLICATE,"Group G0019, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Cypress Hill - Hits from the Bong (HipHo",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain.mp3,Group G0020: alternate copy. Primary=Cypress Hill - Insane In The Brain.mp3,high,ARCHIVE_DUPLICATE,"Group G0020, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Cypress Hill - Insane In The Brain (Offi",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain.mp3,Selected as primary for group G0020. quality=65; size=7.1MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0020, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,Group G0025: alternate copy. Primary=DJ Jazzy Jeff & The Fresh Prince - Summe,high,ARCHIVE_DUPLICATE,"Group G0025, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: DJ Jazzy Jeff & The Fresh Prince - Summe",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,Selected as primary for group G0025. quality=65; size=8.0MB; not temp file; margin=1500,high,KEEP_PRIMARY,"Group G0025, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dax - ＂TEMPTATION＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂The Devils Calling＂.mp3,Group G0021: alternate copy. Primary=Dax - ＂The Devils Calling＂.mp3,high,ARCHIVE_DUPLICATE,"Group G0021, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Dax - ＂TEMPTATION＂ (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang.mp3,Group G0097: alternate copy. Primary=Dr Dre - Nuthin But A ＂G＂ Thang.mp3,high,ARCHIVE_DUPLICATE,"Group G0097, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Dr Dre - Nuthin But A ＂G＂ Thang (Alt 1).",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,Group G0027: alternate copy. Primary=Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp,low,ARCHIVE_DUPLICATE,"Group G0027, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Dr. Dre - Still D.R.E. ft. Snoop Dogg (H",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Lose Yourself.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Lose Yourself.mp3,Group G0029: alternate copy. Primary=Eminem - Lose Yourself.mp3,low,ARCHIVE_DUPLICATE,"Group G0029, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Eminem - Lose Yourself (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Mockingbird.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Mockingbird.mp3,Group G0030: alternate copy. Primary=Eminem - Mockingbird.mp3,low,ARCHIVE_DUPLICATE,"Group G0030, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Eminem - Mockingbird (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is (Official Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is.mp3,Group G0031: alternate copy. Primary=Eminem - My Name Is.mp3,high,ARCHIVE_DUPLICATE,"Group G0031, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Eminem - My Name Is (Official Music Vide",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is.mp3,Selected as primary for group G0031. quality=60; size=8.3MB; not temp file; margin=500,high,KEEP_PRIMARY,"Group G0031, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Rap God.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Rap God.mp3,Group G0032: alternate copy. Primary=Eminem - Rap God.mp3,low,ARCHIVE_DUPLICATE,"Group G0032, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Eminem - Rap God (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Without Me.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Without Me.mp3,Group G0033: alternate copy. Primary=Eminem - Without Me.mp3,low,ARCHIVE_DUPLICATE,"Group G0033, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Eminem - Without Me (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La (Official HD Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La.mp3,Group G0034: alternate copy. Primary=Fugees - Fu-Gee-La.mp3,high,ARCHIVE_DUPLICATE,"Group G0034, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Fugees - Fu-Gee-La (Official HD Video) (",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La.mp3,Selected as primary for group G0034. quality=60; size=8.4MB; not temp file; margin=500,high,KEEP_PRIMARY,"Group G0034, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangstarr-Above The Clouds.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gang Starr - Above The Clouds.mp3,Group G0099: alternate copy. Primary=Gang Starr - Above The Clouds.mp3,high,ARCHIVE_DUPLICATE,"Group G0099, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Gangstarr-Above The Clouds (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys - Mind Playing Tricks On Me.mp3,Group G0112: alternate copy. Primary=Geto Boys - Mind Playing Tricks On Me.mp,high,ARCHIVE_DUPLICATE,"Group G0112, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Geto Boys-Mind Playing Tricks on Me (Hip",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around (Official 4K Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around.mp3,Group G0036: alternate copy. Primary=House of Pain - Jump Around.mp3,high,ARCHIVE_DUPLICATE,"Group G0036, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: House of Pain - Jump Around (Official 4K",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around.mp3,Selected as primary for group G0036. quality=65; size=8.0MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0036, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Selected as primary for group G0092. quality=65; size=10.3MB; not temp file; margin=3,low,KEEP_PRIMARY,"Group G0092, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\IceCube - Check Yo Self.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Group G0092: alternate copy. Primary=Ice Cube - Check Yo Self.mp3,low,ARCHIVE_DUPLICATE,"Group G0092, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: IceCube - Check Yo Self (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂Heavy Metal Kings＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂Heavy Metal Kings＂.mp3,Selected as primary for group G0038. quality=59; size=8.9MB; not temp file; margin=2,low,KEEP_PRIMARY,"Group G0038, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂I Who Have Nothing＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂Heavy Metal Kings＂.mp3,Group G0038: alternate copy. Primary=Jedi Mind Tricks - ＂Heavy Metal Kings＂.m,low,ARCHIVE_DUPLICATE,"Group G0038, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Jedi Mind Tricks - ＂I Who Have Nothing＂ ",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂Uncommon Valor： A Vietnam Story＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Jedi Mind Tricks - ＂Heavy Metal Kings＂.mp3,Group G0038: alternate copy. Primary=Jedi Mind Tricks - ＂Heavy Metal Kings＂.m,low,ARCHIVE_DUPLICATE,"Group G0038, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Jedi Mind Tricks - ＂Uncommon Valor： A Vi",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ - I GOT 5 ON IT.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ - I GOT 5 ON IT.mp3,Selected as primary for group G0043. quality=65; size=7.9MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0043, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ -- I GOT 5 ON IT.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ - I GOT 5 ON IT.mp3,Group G0043: alternate copy. Primary=LUNIZ - I GOT 5 ON IT.mp3,high,ARCHIVE_DUPLICATE,"Group G0043, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: LUNIZ -- I GOT 5 ON IT (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Bad Booty ｜ Official Video.mp3,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Bad Booty ｜ Official Video.mp3,Group G0049: alternate copy. Primary=MIRA - Bad Booty ｜ Official Video.mp3,low,ARCHIVE_DUPLICATE,"Group G0049, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Bad Booty ｜ Official Video (Music",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Come With Me.mp3,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Come With Me.mp3,Group G0050: alternate copy. Primary=MIRA - Come With Me.mp3,low,ARCHIVE_DUPLICATE,"Group G0050, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Come With Me (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Duro ｜ Lyric Video.mp3,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Duro ｜ Lyric Video.mp3,Group G0051: alternate copy. Primary=MIRA - Duro ｜ Lyric Video.mp3,low,ARCHIVE_DUPLICATE,"Group G0051, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Duro ｜ Lyric Video (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ladida ｜ Lyric Video.mp3,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ladida ｜ Lyric Video.mp3,Group G0052: alternate copy. Primary=MIRA - Ladida ｜ Lyric Video.mp3,low,ARCHIVE_DUPLICATE,"Group G0052, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Ladida ｜ Lyric Video (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Love Again.mp3,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Love Again.mp3,Group G0053: alternate copy. Primary=MIRA - Love Again.mp3,low,ARCHIVE_DUPLICATE,"Group G0053, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Love Again (HipHop).mp3",2
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ring, Ring ｜ Official Video.mp3","C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ring, Ring ｜ Official Video.mp3","Group G0054: alternate copy. Primary=MIRA - Ring, Ring ｜ Official Video.mp3",low,ARCHIVE_DUPLICATE,"Group G0054, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: MIRA - Ring, Ring ｜ Official Video (Musi",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Major Lazer - Cold Water.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Major Lazer - Cold Water.mp3,Group G0044: alternate copy. Primary=Major Lazer - Cold Water.mp3,low,ARCHIVE_DUPLICATE,"Group G0044, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Major Lazer - Cold Water (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil' Kim (Official Video) ft. Lil' Kim.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Group G0184: alternate copy. Primary=Mobb Deep - Quiet Storm ft. Lil Kim ft. ,high,ARCHIVE_DUPLICATE,"Group G0184, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Mobb Deep - Quiet Storm ft. Lil' Kim (Of",2
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II.mp3","Group G0055: alternate copy. Primary=Mobb Deep - Shook Ones, Pt. II.mp3",high,ARCHIVE_DUPLICATE,"Group G0055, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Mobb Deep - Shook Ones, Pt. II (Official",2
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II.mp3","C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II.mp3",Selected as primary for group G0055. quality=65; size=8.8MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0055, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest.mp3,Group G0056: alternate copy. Primary=Mobb Deep - Survival of the Fittest.mp3,high,ARCHIVE_DUPLICATE,"Group G0056, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Mobb Deep - Survival of the Fittest (Off",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest.mp3,Selected as primary for group G0056. quality=65; size=7.5MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0056, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now ft. Puff Daddy.mp3,Group G0057: alternate copy. Primary=Nas - Hate Me Now ft. Puff Daddy.mp3,high,ARCHIVE_DUPLICATE,"Group G0057, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Nas - Hate Me Now (Official HD Video) ft",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now ft. Puff Daddy.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now ft. Puff Daddy.mp3,Selected as primary for group G0057. quality=65; size=9.0MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0057, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - It Ain't Hard To Tell (Official Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - It Aint Hard To Tell.mp3,Group G0188: alternate copy. Primary=Nas - It Aint Hard To Tell.mp3,high,ARCHIVE_DUPLICATE,"Group G0188, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Nas - It Ain't Hard To Tell (Official Vi",2
