track_id,original_path,original_name,issue_type,current_state,collision_status,parse_method,confidence,duplicate_group_id,duplicate_risk,guessed_artist,guessed_title,proposed_name,notes
H0388,C:\Users\suppo\Downloads\New Music\Top1000\Johnny Lugautti - W.I.W.Y ｜ From The Block Performance 🎙.mp3,Johnny Lugautti - W.I.W.Y ｜ From The Block Performance 🎙.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Johnny Lugautti,W.I.W.Y ｜ From The Block Performance 🎙,Johnny Lugautti - W.i.w.y ｜ From the Block Performance 🎙.mp3,"proposed matches original, no action needed"
H0389,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Mean Mistreater.mp3,Johnny Winter ⧸ Mean Mistreater.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Johnny Winter,⧸ Mean Mistreater,Johnny Winter - ⧸ Mean Mistreater.mp3,proposed name has illegal/problematic Unicode
H0390,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Third Degree.mp3,Johnny Winter ⧸ Third Degree.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Johnny Winter,⧸ Third Degree,Johnny Winter - ⧸ Third Degree.mp3,proposed name has illegal/problematic Unicode
H0391,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Johnny Copeland-,Rock Me Baby- Part 1,Johnny Copeland- - Rock Me Baby- Part 1.mp3,conf=0.3 method=fallback_heuristic
H0392,C:\Users\suppo\Downloads\New Music\Top1000_Country\Jolene Zac brown band.mp3,Jolene Zac brown band.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Jolene Zac,brown band,Jolene Zac - Brown Band.mp3,conf=0.3 method=fallback_heuristic
H0393,"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3","Josh Turner, Silver Wings.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,"Josh Turner,",Silver Wings,"Josh Turner, - Silver Wings.mp3",conf=0.3 method=fallback_heuristic
H0394,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest- Freewheel Burning with lyrics.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Judas Priest-,Freewheel Burning with lyrics,Judas Priest- - Freewheel Burning With Lyrics.mp3,conf=0.3 method=fallback_heuristic
H0395,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest- The Sentinel with lyrics.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Judas Priest-,The Sentinel with lyrics,Judas Priest- - The Sentinel With Lyrics.mp3,conf=0.3 method=fallback_heuristic
H0396,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells Hoodoman Blues.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Junior Wells,Hoodoman Blues,Junior Wells - Hoodoman Blues.mp3,conf=0.3 method=fallback_heuristic
H0397,C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Just to See You Smile Lyrics By Tim McGraw.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Just to,See You Smile Lyrics By Tim McGraw,Just To - See You Smile Lyrics by Tim Mcgraw.mp3,conf=0.3 method=fallback_heuristic
H0398,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,Kacey Musgraves - Biscuits (Official Lyric Video).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0039,exact_collision,Kacey Musgraves,Biscuits,Kacey Musgraves - Biscuits.mp3,COLLISION (2 files)
H0399,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits.mp3,Kacey Musgraves - Biscuits.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0039,exact_collision,Kacey Musgraves,Biscuits,Kacey Musgraves - Biscuits.mp3,COLLISION (2 files)
H0400,"C:\Users\suppo\Downloads\New Music\Top1000\Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas.mp3","Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas.mp3",NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Kamariya,"Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas","Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ DJ Chetas.mp3","proposed matches original, no action needed"
H0401,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0040,exact_collision,KAMELOT,Eventide ｜ Napalm Records,Kamelot - Eventide ｜ Napalm Records.mp3,COLLISION (2 files)
H0402,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Static Video) ｜ Napalm Records.mp3,KAMELOT - Eventide (Static Video) ｜ Napalm Records.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0040,exact_collision,KAMELOT,Eventide ｜ Napalm Records,Kamelot - Eventide ｜ Napalm Records.mp3,COLLISION (2 files)
H0403,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,KAMELOT,New Babylon feat. Melissa Bonny ｜ Napalm Records,Kamelot - New Babylon Feat. Melissa Bonny ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0404,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,KAMELOT,One More Flag In The Ground ｜ Napalm Records,Kamelot - One More Flag in the Ground ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0405,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,KAMELOT,Opus Of The Night feat. Tina Guo ｜ Napalm Records,Kamelot - Opus of the Night Feat. Tina Guo ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0406,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,KAMELOT,Under Grey Skies ft. Charlotte Wessels ｜ Napalm Records,Kamelot - Under Grey Skies ft. Charlotte Wessels ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0407,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kashmir (Remaster).mp3,Kashmir (Remaster).mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Kashmir (Remaster),Kashmir (Remaster).mp3,"no separator found, unknown parse"
H0408,C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry Last Friday Night Lyrics.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Katy Perry,Last Friday Night Lyrics,Katy Perry - Last Friday Night Lyrics.mp3,conf=0.3 method=fallback_heuristic
H0409,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Keb Mo ⧸ Dangerous Mood.mp3,Keb Mo ⧸ Dangerous Mood.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Keb Mo,⧸ Dangerous Mood,Keb Mo - ⧸ Dangerous Mood.mp3,proposed name has illegal/problematic Unicode
H0410,C:\Users\suppo\Downloads\New Music\Top1000\Keep On.mp3,Keep On.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Keep On,Keep On.mp3,"no separator found, unknown parse"
H0411,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Keith Murray-Most Beautifullest Thing In This World.mp3,Keith Murray-Most Beautifullest Thing In This World.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Keith Murray-Most,Beautifullest Thing In This World,Keith Murray-most - Beautifullest Thing in This World.mp3,conf=0.3 method=fallback_heuristic
H0412,C:\Users\suppo\Downloads\New Music\Top1000_Country\Keith Whitley I Get The Picture.mp3,Keith Whitley I Get The Picture.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Keith Whitley,I Get The Picture,Keith Whitley - I Get the Picture.mp3,conf=0.3 method=fallback_heuristic
H0413,C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin - Road Trip ｜ #standwithukraine.mp3,Kelsie Kimberlin - Road Trip ｜ #standwithukraine.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Kelsie Kimberlin,Road Trip ｜ #standwithukraine,Kelsie Kimberlin - Road Trip ｜ #standwithukraine.mp3,"proposed matches original, no action needed"
H0414,C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,Kelsie Kimberlin – Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,Kelsie Kimberlin,Another Chance to Live Again ｜ Bucha & Irpin Ukraine,Kelsie Kimberlin - Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,proposed name has illegal/problematic Unicode
H0415,"C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3","Kelsie Kimberlin – Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,Kelsie Kimberlin,"Armageddon ｜ Bucha, Irpin & Kyiv War Zones","Kelsie Kimberlin - Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3",proposed name has illegal/problematic Unicode
H0416,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenney Chesney -Sherrys living in Paradise ：).mp3,Kenney Chesney -Sherrys living in Paradise ：).mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Kenney Chesney,-Sherrys living in Paradise ：),Kenney Chesney - -sherrys Living in Paradise ：).mp3,proposed name has illegal/problematic Unicode
H0417,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Way Down Here.mp3,Kenny Chesney - Way Down Here.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0041,exact_collision,Kenny Chesney,Way Down Here,Kenny Chesney - Way Down Here.mp3,COLLISION (2 files)
H0418,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,Kenny Chesney The Life.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Kenny Chesney,The Life,Kenny Chesney - The Life.mp3,conf=0.3 method=fallback_heuristic
H0419,C:\Users\suppo\Downloads\New Music\Top1000_Country\kenny chesney way down here.mp3,kenny chesney way down here.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),fallback_heuristic,0.3,G0041,exact_collision,kenny chesney,way down here,Kenny Chesney - Way Down Here.mp3,COLLISION (2 files)
H0420,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney ~ A Lot Of Things Different.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Kenny Chesney,~ A Lot Of Things Different,Kenny Chesney - ~ a Lot of Things Different.mp3,conf=0.3 method=fallback_heuristic
H0421,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney- Better As A Memory.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Kenny Chesney-,Better As A Memory,Kenny Chesney- - Better as a Memory.mp3,conf=0.3 method=fallback_heuristic
H0422,"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney- Nowhere To Go, Nowere To Be.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Kenny Chesney-,"Nowhere To Go, Nowere To Be","Kenny Chesney- - Nowhere to Go, Nowere to Be.mp3",conf=0.3 method=fallback_heuristic
H0423,C:\Users\suppo\Downloads\New Music\Top1000\KILLSHOT.mp3,KILLSHOT.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,KILLSHOT,Killshot.mp3,"no separator found, unknown parse"
H0424,C:\Users\suppo\Downloads\New Music\Top1000\Kingzlee - Recipe ｜ Pressplay.mp3,Kingzlee - Recipe ｜ Pressplay.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Kingzlee,Recipe ｜ Pressplay,Kingzlee - Recipe ｜ Pressplay.mp3,"proposed matches original, no action needed"
H0425,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Black Diamond.mp3,Kiss Black Diamond.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Kiss Black Diamond,Kiss Black Diamond.mp3,"no separator found, unknown parse"
H0426,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Kiss Deuce lyrics.mp3,NEAR_DUPLICATE,HELD_PROBLEMS,no_change,unknown,0.0,G0083,near_duplicate,,Kiss Deuce lyrics,Kiss Deuce Lyrics.mp3,duplicate_risk=near_duplicate
H0427,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.temp.mp3,Kiss Deuce lyrics.temp.mp3,NEAR_DUPLICATE,HELD_PROBLEMS,no_change,unknown,0.0,G0083,near_duplicate,,Kiss Deuce lyrics.temp,Kiss Deuce Lyrics.temp.mp3,duplicate_risk=near_duplicate
H0428,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Kurtis Blow-The Breaks.mp3,Kurtis Blow-The Breaks.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Kurtis Blow-The Breaks,Kurtis Blow-the Breaks.mp3,"no separator found, unknown parse"
H0429,C:\Users\suppo\Downloads\New Music\Top1000\LA CIUDAD -.mp3,LA CIUDAD -.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,LA CIUDAD -,La Ciudad -.mp3,"no separator found, unknown parse"
H0430,C:\Users\suppo\Downloads\New Music\Top1000\LA TEMPERATURA - TOSTAO X LEYSONG X BUAY PRESS X MAIKI VI ｜ VIDEO OFICIAL.mp3,LA TEMPERATURA - TOSTAO X LEYSONG X BUAY PRESS X MAIKI VI ｜ VIDEO OFICIAL.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,LA TEMPERATURA,TOSTAO X LEYSONG X BUAY PRESS X MAIKI VI ｜ VIDEO OFICIAL,La Temperatura - Tostao X Leysong X Buay Press X Maiki VI ｜ Video Oficial.mp3,"proposed matches original, no action needed"
H0431,"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,La Traviata,by Anna Netrebko. Russian subtitles,La Traviata - By Anna Netrebko. Russian Subtitles.mp3,conf=0.3 method=fallback_heuristic
H0432,"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata： “Libiamo, ne’ lieti calici”.mp3","La Traviata： “Libiamo, ne’ lieti calici”.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,La Traviata：,"Libiamo, ne’ lieti calici","La Traviata： - Libiamo, Ne’ Lieti Calici.mp3",proposed name has illegal/problematic Unicode
H0433,C:\Users\suppo\Downloads\New Music\Top1000\Last Friday Night.mp3,Last Friday Night.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Last Friday Night,Last Friday Night.mp3,"no separator found, unknown parse"
H0434,"C:\Users\suppo\Downloads\New Music\Top1000\Laung Laachi Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,Amberdeep ｜ Latest Punjabi Song 2018.mp3","Laung Laachi Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,Amberdeep ｜ Latest Punjabi Song 2018.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Laung Laachi,"Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,Amberdeep ｜ Latest Punjabi Song 2018","Laung Laachi - Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,amberdeep ｜ Latest Punjabi Song 2018.mp3",proposed name has illegal/problematic Unicode
H0435,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole🎷 🎶 Jazz Classics 50s 60s 70s.mp3","Legends of Jazz & Soul 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole🎷 🎶 Jazz Classics 50s 60s 70s.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Legends of,"Jazz & Soul 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole🎷 🎶 Jazz Classics 50s 60s 70s","Legends Of - Jazz & Soul 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole🎷 🎶 Jazz Classics 50s 60s 70s.mp3",conf=0.3 method=fallback_heuristic
H0436,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,G0180,similar_title,Legends of,"Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics","Legends Of - Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics.mp3",proposed name has illegal/problematic Unicode
H0437,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,G0180,similar_title,Legends of,"Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics","Legends Of - Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics.mp3",proposed name has illegal/problematic Unicode
H0438,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,G0181,similar_title,Legends of,"Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics","Legends Of - Jazz & Soul 🎷frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3",proposed name has illegal/problematic Unicode
H0439,C:\Users\suppo\Downloads\New Music\Top1000\LEMONA - Sometimes ｜ English Version.mp3,LEMONA - Sometimes ｜ English Version.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,LEMONA,Sometimes ｜ English Version,Lemona - Sometimes ｜ English Version.mp3,"proposed matches original, no action needed"
H0440,C:\Users\suppo\Downloads\New Music\Top1000_Opera\Leoncavallo - Pagliacci： Vesti La Giubba.mp3,Leoncavallo - Pagliacci： Vesti La Giubba.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Leoncavallo,Pagliacci： Vesti La Giubba,Leoncavallo - Pagliacci： Vesti La Giubba.mp3,"proposed matches original, no action needed"
H0441,C:\Users\suppo\Downloads\New Music\Top1000_Country\Let it Go-Zac Brown Band.mp3,Let it Go-Zac Brown Band.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Let it,Go-Zac Brown Band,Let It - Go-zac Brown Band.mp3,conf=0.3 method=fallback_heuristic
H0442,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LET＂S GO-feat. twista lil jon and Trick Daddy.mp3,LET＂S GO-feat. twista lil jon and Trick Daddy.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,LETS GO-feat.,twista lil jon and Trick Daddy,Lets Go-feat. - Twista Lil Jon and Trick Daddy.mp3,conf=0.3 method=fallback_heuristic
H0443,C:\Users\suppo\Downloads\New Music\Top1000\Lil Sammy Ft Tashon Whole Lotta Money.mp3,Lil Sammy Ft Tashon Whole Lotta Money.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Lil Sammy,ft. Tashon Whole Lotta Money,Lil Sammy - Ft. Tashon Whole Lotta Money.mp3,conf=0.3 method=fallback_heuristic
H0444,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Lin Que ＂Let It Fall＂.mp3,Lin Que ＂Let It Fall＂.mp3,NO_PARSE,HELD_PROBLEMS,low_confidence,unknown,0.0,,none,,Lin Que,Lin Que.mp3,"no separator found, unknown parse"
H0445,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Walter-Youd Better Watch Yourself.mp3,Little Walter-Youd Better Watch Yourself.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Little Walter-Youd,Better Watch Yourself,Little Walter-youd - Better Watch Yourself.mp3,conf=0.3 method=fallback_heuristic
H0446,C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John -You Hurt Me.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Little Willie,John -You Hurt Me,Little Willie - John -you Hurt Me.mp3,conf=0.3 method=fallback_heuristic
H0447,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LL Cool J-Rock The Bells.mp3,LL Cool J-Rock The Bells.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,LL Cool,J-Rock The Bells,Ll Cool - J-rock the Bells.mp3,conf=0.3 method=fallback_heuristic
H0448,"C:\Users\suppo\Downloads\New Music\Top1000\LMFAO - Party Rock Anthem (Audio) ft. Lauren Bennett, GoonRock.mp3","LMFAO - Party Rock Anthem (Audio) ft. Lauren Bennett, GoonRock.mp3",EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0042,exact_collision,LMFAO,"Party Rock Anthem ft. Lauren Bennett, GoonRock","Lmfao - Party Rock Anthem ft. Lauren Bennett, Goonrock.mp3",COLLISION (2 files)
H0449,"C:\Users\suppo\Downloads\New Music\Top1000\LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.mp3","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.mp3",EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0042,exact_collision,LMFAO,"Party Rock Anthem ft. Lauren Bennett, GoonRock","Lmfao - Party Rock Anthem ft. Lauren Bennett, Goonrock.mp3",COLLISION (2 files)
H0450,C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek To Cheek.mp3,Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek To Cheek.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Louis Armstrong,& Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek To Cheek,Louis Armstrong - & Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek to Cheek.mp3,proposed name has illegal/problematic Unicode
H0451,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Louis Armstrong, Nat King Cole & Frank Sinatra ： Best Old Songs 50s - 70s ｜ Nostalgic Vintage Jazz.mp3","Louis Armstrong, Nat King Cole & Frank Sinatra ： Best Old Songs 50s - 70s ｜ Nostalgic Vintage Jazz.mp3",NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,"Louis Armstrong, Nat King Cole & Frank Sinatra ： Best Old Songs 50s",70s ｜ Nostalgic Vintage Jazz,"Louis Armstrong, Nat King Cole & Frank Sinatra ： Best Old Songs 50s - 70s ｜ Nostalgic Vintage Jazz.mp3","proposed matches original, no action needed"
H0452,"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Louis Armstrong, Nat King Cole, Frank Sinatra 🎷 Timeless Vintage Jazz Hits.mp3","Louis Armstrong, Nat King Cole, Frank Sinatra 🎷 Timeless Vintage Jazz Hits.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,"Louis Armstrong,","Nat King Cole, Frank Sinatra 🎷 Timeless Vintage Jazz Hits","Louis Armstrong, - Nat King Cole, Frank Sinatra 🎷 Timeless Vintage Jazz Hits.mp3",conf=0.3 method=fallback_heuristic
