original_path,original_name,proposed_name,fix_applied,confidence,parse_method,guessed_artist,guessed_title,ready_for_review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,Kamelot - Opus of the Night Feat. Tina Guo Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,KAMELOT,Opus Of The Night feat. Tina Guo Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,Kamelot - Under Grey Skies ft. Charlotte Wessels Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,KAMELOT,Under Grey Skies ft. Charlotte Wessels Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Keb Mo ⧸ Dangerous Mood.mp3,Keb Mo ⧸ Dangerous Mood.mp3,Keb Mo - Dangerous Mood.mp3,U+29F8(⧸)->-,1.0,standard,Keb Mo,Dangerous Mood,yes
C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,Kelsie Kimberlin – Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,Kelsie Kimberlin - Another Chance to Live Again Bucha & Irpin Ukraine.mp3,U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Kelsie Kimberlin,Another Chance to Live Again Bucha & Irpin Ukraine,yes
"C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3","Kelsie Kimberlin – Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3","Kelsie Kimberlin - Armageddon Bucha, Irpin & Kyiv War Zones.mp3",U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Kelsie Kimberlin,"Armageddon Bucha, Irpin & Kyiv War Zones",yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenney Chesney -Sherrys living in Paradise ：).mp3,Kenney Chesney -Sherrys living in Paradise ：).mp3,Kenney Chesney -Sherrys living in Paradise -).mp3,U+FF1A(：)-> -; collapsed_multiple_separators,0.0,unknown,,Kenney Chesney -Sherrys living in Paradise -),no
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata： “Libiamo, ne’ lieti calici”.mp3","La Traviata： “Libiamo, ne’ lieti calici”.mp3","La Traviata - Libiamo, Ne’ Lieti Calici.mp3",U+FF1A(：)-> -,1.0,standard,La Traviata,"Libiamo, ne’ lieti calici",yes
"C:\Users\suppo\Downloads\New Music\Top1000\Laung Laachi Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,Amberdeep ｜ Latest Punjabi Song 2018.mp3","Laung Laachi Title Song ｜ Mannat Noor ｜ Ammy Virk, Neeru Bajwa,Amberdeep ｜ Latest Punjabi Song 2018.mp3","Laung Laachi Title Song Mannat Noor Ammy Virk, Neeru Bajwa,Amberdeep Latest Punjabi Song 2018.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Laung Laachi Title Song Mannat Noor Ammy Virk, Neeru Bajwa,Amberdeep Latest Punjabi Song 2018",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra Timeless Classics.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Legends of Jazz & Soul 🎷 Louis Armstrong, Nat King Cole, Frank Sinatra Timeless Classics",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra Timeless Classics.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Legends of Jazz & Soul 🎷 Nat King Cole, Louis Armstrong, Frank Sinatra Timeless Classics",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Legends of Jazz & Soul 🎷Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics",no
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek To Cheek.mp3,Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends ｜ Best Duets Playlist 🎵 Cheek To Cheek.mp3,Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends Best Duets Playlist 🎵 Cheek To Cheek.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Louis Armstrong & Ella Fitzgerald 🎷 Timeless Jazz Legends Best Duets Playlist 🎵 Cheek To Cheek,no
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Luciano Pavarotti： Celeste Aida.mp3,Luciano Pavarotti： Celeste Aida.mp3,Luciano Pavarotti - Celeste Aida.mp3,U+FF1A(：)-> -,1.0,standard,Luciano Pavarotti,Celeste Aida,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\MARC HUDSON -「ASTRALIVE」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「ASTRALIVE」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「ASTRALIVE」(Official Video) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,MARC HUDSON -「ASTRALIVE」 Napalm Records,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\MARC HUDSON -「STARBOUND STORIES」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「STARBOUND STORIES」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「STARBOUND STORIES」(Official Video) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,MARC HUDSON -「STARBOUND STORIES」 Napalm Records,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\MARC HUDSON -「THE SIREN」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「THE SIREN」(Official Video) ｜ Napalm Records.mp3,MARC HUDSON -「THE SIREN」(Official Video) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,MARC HUDSON -「THE SIREN」 Napalm Records,no
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics.mp3,U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Marvin Gaye ❤️ Let’s Get It On,Greatest Hits Full Album Top 100 Motown Soul Classics,yes
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.temp.mp3,Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.temp.mp3,Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics.temp.mp3,U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Marvin Gaye ❤️ Let’s Get It On,Greatest Hits Full Album Top 100 Motown Soul Classics.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： Enter Sandman (Official Music Video).mp3,Metallica： Enter Sandman (Official Music Video).mp3,Metallica - Enter Sandman.mp3,U+FF1A(：)-> -,1.0,standard,Metallica,Enter Sandman,yes
C:\Users\suppo\Downloads\New Music\Top1000\Metallica： Nothing Else Matters.mp3,Metallica： Nothing Else Matters.mp3,Metallica - Nothing Else Matters.mp3,U+FF1A(：)-> -,1.0,standard,Metallica,Nothing Else Matters,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： One (Official Music Video).mp3,Metallica： One (Official Music Video).mp3,Metallica - One.mp3,U+FF1A(：)-> -,1.0,standard,Metallica,One,yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Mickey Newbury ： After All These Years.mp3,Mickey Newbury ： After All These Years.mp3,Mickey Newbury - After All These Years.mp3,U+FF1A(：)-> -; collapsed_multiple_separators,1.0,standard,Mickey Newbury,After All These Years,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Motown Greatest Hits 🎙️ Marvin Gaye, Etta James, Smokey Robinson ｜ Soul & R&B Classics Forever.mp3","Motown Greatest Hits 🎙️ Marvin Gaye, Etta James, Smokey Robinson ｜ Soul & R&B Classics Forever.mp3","Motown Greatest Hits 🎙️ Marvin Gaye, Etta James, Smokey Robinson Soul & R&B Classics Forever.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Motown Greatest Hits 🎙️ Marvin Gaye, Etta James, Smokey Robinson Soul & R&B Classics Forever",no
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... ｜ Greatest Hits of All Time.mp3","Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... ｜ Greatest Hits of All Time.mp3","Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... Greatest Hits of All Time.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... Greatest Hits of All Time",no
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... ｜ Greatest Hits of All Time.temp.mp3","Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... ｜ Greatest Hits of All Time.temp.mp3","Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... Greatest Hits of All Time.temp.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Motown Soul Legends 🎙️ Marvin Gaye, James Brown, Smokey Robinson ... Greatest Hits of All Time.temp",no
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Mozart： Don Giovanni, K. 527 ⧸ Act 1 - ＂Là ci darem la mano＂.mp3","Mozart： Don Giovanni, K. 527 ⧸ Act 1 - ＂Là ci darem la mano＂.mp3","Mozart - Don Giovanni, K. 527 - Act 1 - Là Ci Darem La Mano.mp3",U+29F8(⧸)->-; U+FF1A(：)-> -; U+FF02(＂)->(removed),1.0,standard,Mozart,"Don Giovanni, K. 527 - Act 1 - Là ci darem la mano",yes
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Nat King Cole, Ella Fitzgerald, Frank Sinatra, Dean Martin ｜ Old Jazz Legends.mp3","Nat King Cole, Ella Fitzgerald, Frank Sinatra, Dean Martin ｜ Old Jazz Legends.mp3","Nat King Cole, Ella Fitzgerald, Frank Sinatra, Dean Martin Old Jazz Legends.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Nat King Cole, Ella Fitzgerald, Frank Sinatra, Dean Martin Old Jazz Legends",no
C:\Users\suppo\Downloads\New Music\Top1000\NICOLUKAS ｜ Bebe$uki ｜ Video Oficial.mp3,NICOLUKAS ｜ Bebe$uki ｜ Video Oficial.mp3,NICOLUKAS Bebe$uki Video Oficial.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,NICOLUKAS Bebe$uki Video Oficial,no
C:\Users\suppo\Downloads\New Music\Top1000\Passenger ｜ Let Her Go.mp3,Passenger ｜ Let Her Go.mp3,Passenger Let Her Go.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Passenger Let Her Go,no
C:\Users\suppo\Downloads\New Music\Top1000\Photo ｜ Singga ft Nikki Kaur ｜ Tru Makers ｜ Latest Punjabi Songs 2019.mp3,Photo ｜ Singga ft Nikki Kaur ｜ Tru Makers ｜ Latest Punjabi Songs 2019.mp3,Photo Singga ft Nikki Kaur Tru Makers Latest Punjabi Songs 2019.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Photo Singga ft. Nikki Kaur Tru Makers Latest Punjabi Songs 2019,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - 1589 (Official Video) ｜ Napalm Records.mp3,POWERWOLF - 1589 (Official Video) ｜ Napalm Records.mp3,Powerwolf - 1589 Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,1589 Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,Powerwolf - Beast of Gévaudan Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Beast Of Gévaudan Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.temp.mp3,POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.temp.mp3,Powerwolf - Beast of Gévaudan Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Beast Of Gévaudan Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Blood For Blood (Faoladh) (Official Lyric Video) ｜ Napalm Records.mp3,POWERWOLF - Blood For Blood (Faoladh) (Official Lyric Video) ｜ Napalm Records.mp3,Powerwolf - Blood for Blood Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Blood For Blood Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Cardinal Sin (The Monumental Mass) ｜ Napalm Records.mp3,POWERWOLF - Cardinal Sin (The Monumental Mass) ｜ Napalm Records.mp3,Powerwolf - Cardinal Sin Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Cardinal Sin Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Dancing With The Dead (Official Video) ｜ Napalm Records.mp3,POWERWOLF - Dancing With The Dead (Official Video) ｜ Napalm Records.mp3,Powerwolf - Dancing With the Dead Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Dancing With The Dead Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Demons Are A Girl's Best Friend (The Monumental Mass) ｜ Napalm Records.mp3,POWERWOLF - Demons Are A Girl's Best Friend (The Monumental Mass) ｜ Napalm Records.mp3,Powerwolf - Demons Are a Girl's Best Friend Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Demons Are A Girl's Best Friend Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Glaubenskraft (The Monumental Mass) ｜ Napalm Records.mp3,POWERWOLF - Glaubenskraft (The Monumental Mass) ｜ Napalm Records.mp3,Powerwolf - Glaubenskraft Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Glaubenskraft Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - My Will Be Done (Official Video) ｜ Napalm Records.mp3,POWERWOLF - My Will Be Done (Official Video) ｜ Napalm Records.mp3,Powerwolf - My Will Be Done Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,My Will Be Done Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Venom Of Venus (The Monumental Mass) ｜ Napalm Records.mp3,POWERWOLF - Venom Of Venus (The Monumental Mass) ｜ Napalm Records.mp3,Powerwolf - Venom of Venus Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF,Venom Of Venus Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Alissa White-Gluz - Demons Are A Girl's Best Friend  (Official Video) ｜ Napalm Records.mp3,POWERWOLF ft. Alissa White-Gluz - Demons Are A Girl's Best Friend  (Official Video) ｜ Napalm Records.mp3,Powerwolf ft. Alissa White-gluz - Demons Are a Girl's Best Friend Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF ft. Alissa White-Gluz,Demons Are A Girl's Best Friend Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Hansi Kürsch (Blind Guardian) - Call Of The Wild ｜ Napalm Records.mp3,POWERWOLF ft. Hansi Kürsch (Blind Guardian) - Call Of The Wild ｜ Napalm Records.mp3,Powerwolf ft. Hansi Kürsch - Call of the Wild Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF ft. Hansi Kürsch,Call Of The Wild Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Matthew Kiichi Heafy – Fist By Fist (Sacralize Or Strike) ｜ Napalm Records.mp3,POWERWOLF ft. Matthew Kiichi Heafy – Fist By Fist (Sacralize Or Strike) ｜ Napalm Records.mp3,Powerwolf ft. Matthew Kiichi Heafy - Fist by Fist Napalm Records.mp3,U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,POWERWOLF ft. Matthew Kiichi Heafy,Fist By Fist Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Melissa Bonny - Blood for Blood (Faoladh) ｜ Napalm Records.mp3,POWERWOLF ft. Melissa Bonny - Blood for Blood (Faoladh) ｜ Napalm Records.mp3,Powerwolf ft. Melissa Bonny - Blood for Blood Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,POWERWOLF ft. Melissa Bonny,Blood for Blood Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Puccini： “O mio babbino caro” ⧸ Fleming · Marin · Berliner Philharmoniker.mp3,Puccini： “O mio babbino caro” ⧸ Fleming · Marin · Berliner Philharmoniker.mp3,Puccini - O Mio Babbino Caro - Fleming Marin Berliner Philharmoniker.mp3,U+29F8(⧸)->-; U+FF1A(：)-> -; U+00B7(·)-> ; collapsed_multiple_separators,1.0,standard,Puccini,O mio babbino caro - Fleming Marin Berliner Philharmoniker,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Rameau ： Les sauvages, ＂Forêts paisibles＂, Les Indes galantes.mp3","Rameau ： Les sauvages, ＂Forêts paisibles＂, Les Indes galantes.mp3","Rameau - Les Sauvages, Forêts Paisibles, Les Indes Galantes.mp3",U+FF1A(：)-> -; U+FF02(＂)->(removed); collapsed_multiple_separators,1.0,standard,Rameau,"Les sauvages, Forêts paisibles, Les Indes galantes",yes
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Rick James Greatest Hits Full Album 🎸 Best of Rick James ｜ Give It To Me Baby, Super Freak & More.mp3","Rick James Greatest Hits Full Album 🎸 Best of Rick James ｜ Give It To Me Baby, Super Freak & More.mp3","Rick James Greatest Hits Full Album 🎸 Best of Rick James Give It To Me Baby, Super Freak & More.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Rick James Greatest Hits Full Album 🎸 Best of Rick James Give It To Me Baby, Super Freak & More",no
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Rick James Greatest Hits Full Album 🎸 Best of Rick James ｜ Give It To Me Baby, Super Freak & More.temp.mp3","Rick James Greatest Hits Full Album 🎸 Best of Rick James ｜ Give It To Me Baby, Super Freak & More.temp.mp3","Rick James Greatest Hits Full Album 🎸 Best of Rick James Give It To Me Baby, Super Freak & More.temp.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Rick James Greatest Hits Full Album 🎸 Best of Rick James Give It To Me Baby, Super Freak & More.temp",no
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Rossini： William Tell Overture： Final.mp3,Rossini： William Tell Overture： Final.mp3,Rossini - William Tell Overture - Final.mp3,U+FF1A(：)-> -,1.0,standard,Rossini,William Tell Overture - Final,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Roxanne Shante： ＂Have a Nice Day＂.mp3,Roxanne Shante： ＂Have a Nice Day＂.mp3,Roxanne Shante - Have a Nice Day.mp3,U+FF1A(：)-> -; U+FF02(＂)->(removed),1.0,standard,Roxanne Shante,Have a Nice Day,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - In The Name Of Scotland (Official Video) ｜ Napalm Records.mp3,SERENITY - In The Name Of Scotland (Official Video) ｜ Napalm Records.mp3,Serenity - In the Name of Scotland Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,In The Name Of Scotland Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Legacy Of Tudors (Official Live Video) ｜ Napalm Records.mp3,SERENITY - Legacy Of Tudors (Official Live Video) ｜ Napalm Records.mp3,Serenity - Legacy of Tudors Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,Legacy Of Tudors Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Reflections (of AD) (Official Video) ｜ Napalm Records.mp3,SERENITY - Reflections (of AD) (Official Video) ｜ Napalm Records.mp3,Serenity - Reflections Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,Reflections Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Ritter Tod und Teufel (Knightfall) (Official Video) ｜ Napalm Records.mp3,SERENITY - Ritter Tod und Teufel (Knightfall) (Official Video) ｜ Napalm Records.mp3,Serenity - Ritter Tod Und Teufel Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,Ritter Tod und Teufel Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) (Live Video) ｜ Napalm Records.mp3,SERENITY - Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) (Live Video) ｜ Napalm Records.mp3,Serenity - Souls and Sins (Feat. Sascha Paeth & Michele Guaitoli) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Spirit in the Flesh (Official Live Video) ｜ Napalm Records.mp3,SERENITY - Spirit in the Flesh (Official Live Video) ｜ Napalm Records.mp3,Serenity - Spirit in the Flesh Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,Spirit in the Flesh Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,Serenity - The End of Babylon Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,The End Of Babylon Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.temp.mp3,SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.temp.mp3,Serenity - The End of Babylon Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,The End Of Babylon Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The Fall Of Man (feat. Roy Khan) (Lyric Video) ｜ Napalm Records.mp3,SERENITY - The Fall Of Man (feat. Roy Khan) (Lyric Video) ｜ Napalm Records.mp3,Serenity - The Fall of Man (Feat. Roy Khan) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SERENITY,The Fall Of Man (feat. Roy Khan) Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Addiction No. 1 (Official Video) ｜ Napalm Records.mp3,SIRENIA - Addiction No. 1 (Official Video) ｜ Napalm Records.mp3,Sirenia - Addiction No. 1 Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SIRENIA,Addiction No. 1 Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Deadlight (Official Video) ｜ Napalm Records.mp3,SIRENIA - Deadlight (Official Video) ｜ Napalm Records.mp3,Sirenia - Deadlight Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SIRENIA,Deadlight Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Twist in my Sobriety (Performance Video) ｜ Napalm Records.mp3,SIRENIA - Twist in my Sobriety (Performance Video) ｜ Napalm Records.mp3,Sirenia - Twist in My Sobriety Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SIRENIA,Twist in my Sobriety Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Wintry Heart (Performance Video) ｜ Napalm Records.mp3,SIRENIA - Wintry Heart (Performance Video) ｜ Napalm Records.mp3,Sirenia - Wintry Heart Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,SIRENIA,Wintry Heart Napalm Records,yes
