library_path,title,artist,genre,subgenre,label_role,confidence,notes
C:\Users\suppo\Music\Girish And The Chronicles - Idenity Crisis.mp3,Girish And The Chronicles - Idenity Crisis,Girish And The Chronicles,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Godsmack - Bulletproof.mp3,Godsmack - Bulletproof,Godsmack,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Golden Earring - Twilight Zone.mp3,Golden Earring - Twilight Zone,Golden Earring,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Great White - Once Bitten Twice Shy.mp3,Great White - Once Bitten Twice Shy,Great White,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Green Day - Know Your Enemy.mp3,Green Day - Know Your Enemy,Green Day,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Greg Kihn Band - Jeopardy.mp3,Greg Kihn Band - Jeopardy,Television's Greatest Hits Band,Soundtrack,,primary,0.85,id3_tag:Soundtrack
C:\Users\suppo\Music\Guns N Roses - Sweet Child O Mine.mp3,Guns N Roses - Sweet Child O Mine,Guns N' Roses,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Hal Ketchum - Small Town Saturday Night.mp3,Hal Ketchum - Small Town Saturday Night,Hal Ketchum,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Halestorm - Wicked Ways.mp3,Halestorm - Wicked Ways,Halestorm,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Hank Williams Jr - Country Boy Can Survive.mp3,Hank Williams Jr - Country Boy Can Survive,"Hank Williams, Jr.",Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Hank Williams Jr - Family Tradition.mp3,Hank Williams Jr - Family Tradition,"Hank Williams, Jr.",Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Heart - Barracuda.mp3,Heart - Barracuda,Heart,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Here Without You - Doors Down.mp3,Here Without You - Doors Down,3 Doors Down,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Here's A Quarter - Travis Tritt.mp3,Here's A Quarter - Travis Tritt,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Hootie & The Blowfish - Hold My Hand.mp3,Hootie & The Blowfish - Hold My Hand,Hootie & The Blowfish,Rock,Alternative,primary,0.85,id3_tag:Alternative Rock
C:\Users\suppo\Music\Hootie & The Blowfish - Let Her Cry.mp3,Hootie & The Blowfish - Let Her Cry,Hootie & The Blowfish,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Hootie & The Blowfish - Only Wanna Be With You.mp3,Hootie & The Blowfish - Only Wanna Be With You,Hootie & The Blowfish,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Hopsin - ILL MIND OF HOPSIN 5.mp3,Hopsin - ILL MIND OF HOPSIN 5,Hopsin,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Huey Lewis And The News - Heart And Soul.mp3,Huey Lewis And The News - Heart And Soul,Huey Lewis & The News,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Huey Lewis and The News - I Want a New Drug.mp3,Huey Lewis and The News - I Want a New Drug,Huey Lewis & The News,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Huey Lewis And The News - The Heart Of Rock & Roll.mp3,Huey Lewis And The News - The Heart Of Rock & Roll,Huey Lewis & The News,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Imagine Dragons - Believer.mp3,Imagine Dragons - Believer,Imagine Dragons,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Imagine Dragons - Demons.mp3,Imagine Dragons - Demons,Imagine Dragons,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Imagine Dragons - Natural.mp3,Imagine Dragons - Natural,Imagine Dragons,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Imagine Dragons - Thunder.mp3,Imagine Dragons - Thunder,Imagine Dragons,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Imagine Dragons - Whatever It Takes.mp3,Imagine Dragons - Whatever It Takes,Imagine Dragons,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Ini Kamoze - Here Comes the Hotstepper.mp3,Ini Kamoze - Here Comes the Hotstepper,Ini Kamoze,R&B,,primary,0.85,"id3_tag:R&B, Soul"
C:\Users\suppo\Music\Iron Maiden - Wasted Years .mp3,Iron Maiden - Wasted Years ,Iron Maiden,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Jake Owen - Eight Second Ride.mp3,Jake Owen - Eight Second Ride,Jake Owen,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - A Little More Summertime.mp3,Jason Aldean - A Little More Summertime,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Amarillo Sky.mp3,Jason Aldean - Amarillo Sky,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Any Ol' Barstool.mp3,Jason Aldean - Any Ol' Barstool,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Girl Like You.mp3,Jason Aldean - Girl Like You,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Gonna Know We Were Here.mp3,Jason Aldean - Gonna Know We Were Here,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Hicktown.mp3,Jason Aldean - Hicktown,Jason Aldean,Country,,primary,0.85,id3_tag:Country Rock
C:\Users\suppo\Music\Jason Aldean - Johnny Cash.mp3,Jason Aldean - Johnny Cash,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Lights Come On.mp3,Jason Aldean - Lights Come On,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Night Train.mp3,Jason Aldean - Night Train,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Relentless.mp3,Jason Aldean - Relentless,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - She's Country.mp3,Jason Aldean - She's Country,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - Take a Little Ride.mp3,Jason Aldean - Take a Little Ride,Jason Aldean,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Jason Aldean - The Truth.mp3,Jason Aldean - The Truth,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jason Aldean - We Back.mp3,Jason Aldean - We Back,Jason Aldean,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jawga Boys - Welcome 2 Jawga.mp3,Jawga Boys - Welcome 2 Jawga,Jawga Boyz,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Jd Crutch - Bente Uno Yo' Gi Presu.mp3,Jd Crutch - Bente Uno Yo' Gi Presu,Jd Crutch,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Jelly Roll  - Train Tracks.mp3,Jelly Roll  - Train Tracks,Jelly Roll,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Jelly Roll & Struggle Jennings - Enemy.mp3,Jelly Roll & Struggle Jennings - Enemy,Jelly Roll & Struggle Jennings,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Jelly Roll - Creature.mp3,Jelly Roll - Creature,Jelly Roll,Hip-Hop,,primary,0.85,id3_tag:Rap
C:\Users\suppo\Music\Joe Diffie - John Deere Green.mp3,Joe Diffie - John Deere Green,Joe Diffie,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Joe Diffie - Pickup Man.mp3,Joe Diffie - Pickup Man,Joe Diffie,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Joe Diffie - Prop Me Up Beside the Jukebox.mp3,Joe Diffie - Prop Me Up Beside the Jukebox,Joe Diffie,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Joe Diffie - Third Rock From The Sun.mp3,Joe Diffie - Third Rock From The Sun,Joe Diffie,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Joe Nichols - Tequila Makes Her Clothes Fall Off .mp3,Joe Nichols - Tequila Makes Her Clothes Fall Off ,Joe Nichols,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Joe Walsh - Life's Been Good.mp3,Joe Walsh - Life's Been Good,Joe Walsh,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Joe Walsh - Rocky Mountain Way.mp3,Joe Walsh - Rocky Mountain Way,Joe Walsh,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Johathan  Parker - How 'Bout That.mp3,Johathan  Parker - How 'Bout That,Jonathan Parker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Johathan Parker - Hard Time Blues.mp3,Johathan Parker - Hard Time Blues,Jonathan Parker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Johathan Parker - They'll Never Play My Songs in Nashville.mp3,Johathan Parker - They'll Never Play My Songs in Nashville,Jonathan Parker & The Belairs,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\John Cougar - Hurts So Good.mp3,John Cougar - Hurts So Good,John Cougar,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\John Cougar - Jack and Diane.mp3,John Cougar - Jack and Diane,John Mellencamp,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\John Fogerty - Centerfield.mp3,John Fogerty - Centerfield,John Fogerty,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\John Mellencamp - Small Town.mp3,John Mellencamp - Small Town,John Mellencamp,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\John Michael Montgomery - Be My Baby Tonight.mp3,John Michael Montgomery - Be My Baby Tonight,John Michael Montgomery,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\John Michael Montgomery - Beer and Bones.mp3,John Michael Montgomery - Beer and Bones,John Michael Montgomery,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\John Michael Montgomery - Life's a Dance.mp3,John Michael Montgomery - Life's a Dance,John Michael Montgomery,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\John Michael Montgomery - Sold.mp3,John Michael Montgomery - Sold,John Michael Montgomery,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Johnny Cash - A Boy Named Sue.mp3,Johnny Cash - A Boy Named Sue,Johnny Cash,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Jonathan Parker - Long Gone.mp3,Jonathan Parker - Long Gone,Jonathan Parker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Journey - Any Way You Want It.mp3,Journey - Any Way You Want It,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Don't Stop Believin.mp3,Journey - Don't Stop Believin,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Faithfully.mp3,Journey - Faithfully,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Only the Young.mp3,Journey - Only the Young,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Separate Ways Worlds Apart.mp3,Journey - Separate Ways Worlds Apart,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Stone In Love.mp3,Journey - Stone In Love,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Wheel in the Sky.mp3,Journey - Wheel in the Sky,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Journey - Who's Crying Now.mp3,Journey - Who's Crying Now,Journey,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Judas Priest - Turbo Lover.mp3,Judas Priest - Turbo Lover,Judas Priest,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Justin Moore - Bait A Hook.mp3,Justin Moore - Bait A Hook,Justin Moore,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Justin Moore - The Ones That Didn’t Make It Back Home.mp3,Justin Moore - The Ones That Didn’t Make It Back Home,Justin Moore,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kane Brown - Lose It.mp3,Kane Brown - Lose It,Kane Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kansas - Carry on my Wayward son.mp3,Kansas - Carry on my Wayward son,Kansas,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kapena - Don't Say Goodbye .mp3,Kapena - Don't Say Goodbye ,Kapena,World,,primary,0.85,id3_tag:World
C:\Users\suppo\Music\Kenny Chesney & Uncle Kracker - When the Sun Goes Down.mp3,Kenny Chesney & Uncle Kracker - When the Sun Goes Down,Kenny Chesney & Uncle Kracker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kenny Chesney - When the Sun Goes Down.mp3,Kenny Chesney - When the Sun Goes Down,Kenny Chesney & Uncle Kracker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kid Rock - All Summer Long.mp3,Kid Rock - All Summer Long,Kid Rock,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kid Rock - American Bad Ass.mp3,Kid Rock - American Bad Ass,Kid Rock,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kid Rock - American Rock 'n Roll.mp3,Kid Rock - American Rock 'n Roll,Kid Rock,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Kid Rock - Cowboy.mp3,Kid Rock - Cowboy,Kid Rock,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kid Rock - First Kiss.mp3,Kid Rock - First Kiss,Kid Rock,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kid Rock - Let_s Ride.mp3,Kid Rock - Let_s Ride,Kid Rock,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Kid Rock - Only God Knows Why.mp3,Kid Rock - Only God Knows Why,Kid Rock,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Kid Rock - Picture.mp3,Kid Rock - Picture,Kid Rock,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Kid Rock - Stand The Pain.mp3,Kid Rock - Stand The Pain,Kid Rock,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kid Rock - Tennessee Mountain Top.mp3,Kid Rock - Tennessee Mountain Top,Kid Rock,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kid Rock - The Last Dance.mp3,Kid Rock - The Last Dance,Kid Rock,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kings Of Leon - Sex on Fire.mp3,Kings Of Leon - Sex on Fire,Kings of Leon,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Kings Of Leon - Use Somebody.mp3,Kings Of Leon - Use Somebody,Kings of Leon,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Kip Moore - Somethin' Bout A Truck.mp3,Kip Moore - Somethin' Bout A Truck,Kip Moore,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Kiss - Heaven's On Fire.mp3,Kiss - Heaven's On Fire,Kiss,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kiss - Lick It Up.mp3,Kiss - Lick It Up,Kiss,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Lee Brice - One of Them Girls.mp3,Lee Brice - One of Them Girls,Lee Brice,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Len - Steal My Sunshine.mp3,Len - Steal My Sunshine,LEN,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Lita Ford - Kiss Me Deadly.mp3,Lita Ford - Kiss Me Deadly,Lita Ford,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Little Big Town - Boondocks.mp3,Little Big Town - Boondocks,Little Big Town,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Little River Band - Cool Change.mp3,Little River Band - Cool Change,Little River Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Little River Band - Lonesome Loser.mp3,Little River Band - Lonesome Loser,Little River Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Little River Band - Man On Your Mind.mp3,Little River Band - Man On Your Mind,Little River Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Little Texas - God Blessed Texas.mp3,Little Texas - God Blessed Texas,Little Texas,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Little Texas - Life Goes On.mp3,Little Texas - Life Goes On,Little Texas,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Lonestar - When Cowboy's Didn't Dance.mp3,Lonestar - When Cowboy's Didn't Dance,Lonestar,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Love Shack - The B-52's.mp3,Love Shack - The B-52's,The B-52's,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Luke Bryan - All My Friends Say.mp3,Luke Bryan - All My Friends Say,Luke Bryan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Luke Bryan - Country Man.mp3,Luke Bryan - Country Man,Luke Bryan,Country,,primary,0.85,id3_tag:Country
"C:\Users\suppo\Music\Luke Bryan - Huntin', Fishin' And Lovin' Every Day.mp3","Luke Bryan - Huntin', Fishin' And Lovin' Every Day",Luke Bryan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Luke Bryan - Rain Is a Good Thing.mp3,Luke Bryan - Rain Is a Good Thing,Luke Bryan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Luke Bryan - What Makes You Country.mp3,Luke Bryan - What Makes You Country,Luke Bryan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Luke Combs - When It Rains It Pours.mp3,Luke Combs - When It Rains It Pours,Luke Combs,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Luke Stricklin - American By God's Amazing Grace.mp3,Luke Stricklin - American By God's Amazing Grace,Luke Stricklin,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Lynyrd Skynyrd - Gimme Three Steps.mp3,Lynyrd Skynyrd - Gimme Three Steps,Lynyrd Skynyrd,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Manfred Mann's Earth Band - Blinded By The Light.mp3,Manfred Mann's Earth Band - Blinded By The Light,Manfred Mann's Earth Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Manfred Mann's Earth Band - Runner.mp3,Manfred Mann's Earth Band - Runner,Manfred Mann's Earth Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Mark Chesnutt - Goin' Through The Big D.mp3,Mark Chesnutt - Goin' Through The Big D,Mark Chesnutt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Mark Chestnut - It Sure Is Monday.mp3,Mark Chestnut - It Sure Is Monday,Mark Chesnutt,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Marty Stuart - Now That's Country.mp3,Marty Stuart - Now That's Country,Marty Stuart,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Marty Stuart ft. Travis Tritt - This One's Gonna Hurt You .mp3,Marty Stuart ft. Travis Tritt - This One's Gonna Hurt You ,Marty Stuart featuring Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Matchbox Twenty - 3 AM.mp3,Matchbox Twenty - 3 AM,Matchbox Twenty,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Meat Loaf - I'd Do Anything For Love.mp3,Meat Loaf - I'd Do Anything For Love,Meat Loaf,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Meatloaf - Two Out Of Three Aint Bad .mp3,Meatloaf - Two Out Of Three Aint Bad ,Meat Loaf,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Michael Ray - Think A Little Less.mp3,Michael Ray - Think A Little Less,Michael Ray,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Mini Thin - Redneck Life.mp3,Mini Thin - Redneck Life,Mini Thin,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Miranda Lambert - Kerosene.mp3,Miranda Lambert - Kerosene,Miranda Lambert,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Molly Hatchet - Flirtin' With Disaster.mp3,Molly Hatchet - Flirtin' With Disaster,Molly Hatchet,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Molly Hatchet - Satisfied Man.mp3,Molly Hatchet - Satisfied Man,Molly Hatchet,Rock,Classic Rock,primary,0.85,id3_tag:Southern Rock
C:\Users\suppo\Music\Molly Hatchet - Whiskey Man.mp3,Molly Hatchet - Whiskey Man,Molly Hatchet,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Montgomery Gentry - Better Me.mp3,Montgomery Gentry - Better Me,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Montgomery Gentry - Daddy Won't Sell the Farm.mp3,Montgomery Gentry - Daddy Won't Sell the Farm,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Montgomery Gentry - King of the World.mp3,Montgomery Gentry - King of the World,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Montgomery Gentry - She Couldn't Change Me.mp3,Montgomery Gentry - She Couldn't Change Me,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Montgomery Gentry - What Do Ya Think About That.mp3,Montgomery Gentry - What Do Ya Think About That,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Montgomery Gentry - Where I Come From.mp3,Montgomery Gentry - Where I Come From,Montgomery Gentry,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Moonshine Bandits - Dead Man's Hand.mp3,Moonshine Bandits - Dead Man's Hand,Moonshine Bandits,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Moonshine Bandits - I'm a HellRazor.mp3,Moonshine Bandits - I'm a HellRazor,Moonshine Bandits,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Motley Crue - Wild Side.mp3,Motley Crue - Wild Side,Mötley Crüe,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Much Too Young - Garth Brooks.mp3,Much Too Young - Garth Brooks,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Mötley Crüe - Dr  Feelgood .mp3,Mötley Crüe - Dr  Feelgood ,Mötley Crüe,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Mötley Crüe - Girls Girls Girls.mp3,Mötley Crüe - Girls Girls Girls,Motley Crue,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Mötley Crüe - Kickstart my Heart.mp3,Mötley Crüe - Kickstart my Heart,Mötley Crüe,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Ned LeDoux - Old Fashioned.mp3,Ned LeDoux - Old Fashioned,Ned LeDoux,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Nelly - Country Grammar.mp3,Nelly - Country Grammar,Nelly,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Nickelback - How You Remind Me.mp3,Nickelback - How You Remind Me,Nickelback,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Nickelback - Photograph.mp3,Nickelback - Photograph,Nickelback,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Nickelback - Rockstar.mp3,Nickelback - Rockstar,Nickelback,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Nickelback - Someone That You're With.mp3,Nickelback - Someone That You're With,Nickelback,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Nitty Gritty Dirt Band - Fishin' In The Dark.mp3,Nitty Gritty Dirt Band - Fishin' In The Dark,Nitty Gritty Dirt Band,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Overtime - American Bloodline.mp3,Overtime - American Bloodline,Overtime,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\OverTime - American Strong.mp3,OverTime - American Strong,Overtime & Bubba Sparxxx,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\OverTime - Blue Collar.mp3,OverTime - Blue Collar,Overtime,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\OverTime - County Line.mp3,OverTime - County Line,Overtime,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\OverTime - Divided We Fall.mp3,OverTime - Divided We Fall,Overtime,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\OverTime - The Foundation.mp3,OverTime - The Foundation,Overtime,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Ozzy Osbourne And Lita Ford - Close My Eyes Forever.mp3,Ozzy Osbourne And Lita Ford - Close My Eyes Forever,Lita Ford & Ozzy Osbourne,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Paperboy - Ditty.mp3,Paperboy - Ditty,Paperboy,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Patty Loveless - I Try To Think About Elvis.mp3,Patty Loveless - I Try To Think About Elvis,Patty Loveless,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Pearl Jam - Jeremy.mp3,Pearl Jam - Jeremy,Pearl Jam,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Peyton Parrish - Dane.mp3,Peyton Parrish - Dane,Peyton Parrish,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Pink Floyd - Breathe .mp3,Pink Floyd - Breathe ,Pink Floyd,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Pink Floyd - Comfortably Numb.mp3,Pink Floyd - Comfortably Numb,Pink Floyd,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Pink Floyd - Hey You.mp3,Pink Floyd - Hey You,Pink Floyd,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Pink Floyd - Learning To Fly.mp3,Pink Floyd - Learning To Fly,Pink Floyd,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Poison - Every Rose Has Its Thorn.mp3,Poison - Every Rose Has Its Thorn,Poison,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
